index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
2806	t ɹ ʌ s	t ɹ ʌ s t	truss	trussed	⋊ t ɹ ʌ s ⋉	⋊ t ɹ ʌ s t ⋉
2807	w ɛ t	w ɛ t ə d	whet	whetted	⋊ w ɛ t ⋉	⋊ w ɛ t ɪ d ⋉
2808	ɹ ɔ ŋ	ɹ ɔ ŋ d	wrong	wronged	⋊ ɹ ɔ ŋ ⋉	⋊ ɹ ɔ ŋ d ⋉
2809	j ɛ l p	j ɛ l p t	yelp	yelped	⋊ j ɛ l p ⋉	⋊ j ɛ l p t ⋉
2810	b u z	b u z d	booze	boozed	⋊ b u z ⋉	⋊ b u z d ⋉
2811	s p a ɹ	s p a ɹ d	spar	sparred	⋊ s p a ɹ ⋉	⋊ s p a ɹ d ⋉
2812	ə n ɛ s θ ə t aɪ z	ə n ɛ s θ ə t aɪ z d	anaesthetize	anaesthetized	⋊ ə n ɛ s θ ə t a ɪ z ⋉	⋊ ə n ɛ s θ ə t a ɪ z d ⋉
2813	b ɹ a n z	b ɹ a n z d	bronze	bronzed	⋊ b ɹ a n z ⋉	⋊ b ɹ a n z d ⋉
2814	k oʊ ɹ ə s	k oʊ ɹ ə s t	chorus	chorused	⋊ k o ɹ ə s ⋉	⋊ k o ɹ ə s t ⋉
2815	k l ɔɪ s t ɚ	k l ɔɪ s t ɚ d	cloister	cloistered	⋊ k l ɔ ɪ s t ɛ ɹ ⋉	⋊ k l ɔ ɪ s t ɛ ɹ d ⋉
2816	k a n s ə m eɪ t	k a n s ə m eɪ t ə d	consummate	consummated	⋊ k a n s ə m e t ⋉	⋊ k a n s ə m e t ɪ d ⋉
2817	d ɪ m p ə l	d ɪ m p ə l d	dimple	dimpled	⋊ d ɪ m p ə l ⋉	⋊ d ɪ m p ə l d ⋉
2818	d ɪ s eɪ b ə l	d ɪ s eɪ b ə l d	disable	disabled	⋊ d ɪ s e b ə l ⋉	⋊ d ɪ s e b ə l d ⋉
2819	d ɹ aʊ z	d ɹ aʊ z d	drowse	drowsed	⋊ d ɹ a ʊ z ⋉	⋊ d ɹ a ʊ z d ⋉
2820	ɪ m b oʊ l d ə n	ɪ m b oʊ l d ə n d	embolden	emboldened	⋊ ɪ m b o l d ə n ⋉	⋊ ɪ m b o l d ə n d ⋉
2821	f ɔ n	f ɔ n d	fawn	fawned	⋊ f ɔ n ⋉	⋊ f ɔ n d ⋉
2822	f ɪ k s eɪ t	f ɪ k s eɪ t ə d	fixate	fixated	⋊ f ɪ k s e t ⋉	⋊ f ɪ k s e t ɪ d ⋉
2823	h a m a dʒ ə n aɪ z	h a m a dʒ ə n aɪ z d	homogenize	homogenized	⋊ h a m a d ʒ ə n a ɪ z ⋉	⋊ h a m a d ʒ ə n a ɪ z d ⋉
2824	ɪ m b aɪ b	ɪ m b aɪ b d	imbibe	imbibed	⋊ ɪ m b a ɪ b ⋉	⋊ ɪ m b a ɪ b d ⋉
2825	dʒ ɪ g	dʒ ɪ g d	jig	jigged	⋊ d ʒ ɪ g ⋉	⋊ d ʒ ɪ g d ⋉
2826	l æ k ɚ	l æ k ɚ d	lacquer	lacquered	⋊ l ɑ k ɛ ɹ ⋉	⋊ l ɑ k ɛ ɹ d ⋉
2827	l a ð ɚ	l a ð ɚ d	lather	lathered	⋊ l a ð ɛ ɹ ⋉	⋊ l a ð ɛ ɹ d ⋉
2828	n a n p l ʌ s	n a n p l ʌ s t	nonplus	nonplussed	⋊ n a n p l ʌ s ⋉	⋊ n a n p l ʌ s t ⋉
2829	ə f ɪ ʃ i eɪ t	ə f ɪ ʃ i eɪ t ə d	officiate	officiated	⋊ ə f ɪ ʃ i e t ⋉	⋊ ə f ɪ ʃ i e t ɪ d ⋉
2830	oʊ ɹ n ə m ɛ n t	oʊ ɹ n ə m ɛ n t ə d	ornament	ornamented	⋊ o ɹ n ə m ɛ n t ⋉	⋊ o ɹ n ə m ɛ n t ɪ d ⋉
2831	oʊ ɹ f ə n	oʊ ɹ f ə n d	orphan	orphaned	⋊ o ɹ f ə n ⋉	⋊ o ɹ f ə n d ⋉
2832	p eɪ ɹ i	p eɪ ɹ i d	parry	parried	⋊ p e ɹ i ⋉	⋊ p e ɹ i d ⋉
2833	p a ɹ t ɪ ʃ ə n	p a ɹ t ɪ ʃ ə n d	partition	partitioned	⋊ p a ɹ t ɪ ʃ ə n ⋉	⋊ p a ɹ t ɪ ʃ ə n d ⋉
2834	p ɪ k n ɪ k	p ɪ k n ɪ k t	picnic	picnicked	⋊ p ɪ k n ɪ k ⋉	⋊ p ɪ k n ɪ k t ⋉
2835	p l eɪ n	p l eɪ n d	plane	planed	⋊ p l e n ⋉	⋊ p l e n d ⋉
2836	p ɚ l ɔɪ n	p ɚ l ɔɪ n d	purloin	purloined	⋊ p ɛ ɹ l ɔ ɪ n ⋉	⋊ p ɛ ɹ l ɔ ɪ n d ⋉
2837	ɹ æ s p	ɹ æ s p t	rasp	rasped	⋊ ɹ ɑ s p ⋉	⋊ ɹ ɑ s p t ⋉
2838	ɹ ɪ s ɪ n d	ɹ ɪ s ɪ n d ə d	rescind	rescinded	⋊ ɹ ɪ s ɪ n d ⋉	⋊ ɹ ɪ s ɪ n d ɪ d ⋉
2839	ɹ ɪ f ə l	ɹ ɪ f ə l d	riffle	riffled	⋊ ɹ ɪ f ə l ⋉	⋊ ɹ ɪ f ə l d ⋉
2840	ɹ ʌ t	ɹ ʌ t ə d	rut	rutted	⋊ ɹ ʌ t ⋉	⋊ ɹ ʌ t ɪ d ⋉
2841	s æ ŋ k t ɪ f aɪ	s æ ŋ k t ɪ f aɪ d	sanctify	sanctified	⋊ s ɑ ŋ k t ɪ f a ɪ ⋉	⋊ s ɑ ŋ k t ɪ f a ɪ d ⋉
2842	s k ʌ l p tʃ ɚ	s k ʌ l p tʃ ɚ d	sculpture	sculptured	⋊ s k ʌ l p t ʃ ɛ ɹ ⋉	⋊ s k ʌ l p t ʃ ɛ ɹ d ⋉
2843	ʃ u	ʃ u d	shoe	shod	⋊ ʃ u ⋉	⋊ ʃ u d ⋉
2844	s t ɛ n s ə l	s t ɛ n s ə l d	stencil	stencilled	⋊ s t ɛ n s ə l ⋉	⋊ s t ɛ n s ə l d ⋉
2845	t a ɹ	t a ɹ d	tar	tarred	⋊ t a ɹ ⋉	⋊ t a ɹ d ⋉
2846	t w i k	t w i k t	tweak	tweaked	⋊ t w i k ⋉	⋊ t w i k t ⋉
2847	ɚ b ə n aɪ z	ɚ b ə n aɪ z d	urbanize	urbanized	⋊ ɛ ɹ b ə n a ɪ z ⋉	⋊ ɛ ɹ b ə n a ɪ z d ⋉
2848	v æ k j u m	v æ k j u m d	vacuum	vacuumed	⋊ v ɑ k j u m ⋉	⋊ v ɑ k j u m d ⋉
2849	ɹ i ð	ɹ i ð d	wreathe	wreathed	⋊ ɹ i ð ⋉	⋊ ɹ i ð d ⋉
2850	aʊ t	aʊ t ə d	out	outed	⋊ a ʊ t ⋉	⋊ a ʊ t ɪ d ⋉
2851	k a d ɪ f aɪ	k a d ɪ f aɪ d	codify	codified	⋊ k a d ɪ f a ɪ ⋉	⋊ k a d ɪ f a ɪ d ⋉
2852	d æ m	d æ m d	dam	dammed	⋊ d ɑ m ⋉	⋊ d ɑ m d ⋉
2853	h a ɹ m ə n aɪ z	h a ɹ m ə n aɪ z d	harmonize	harmonized	⋊ h a ɹ m ə n a ɪ z ⋉	⋊ h a ɹ m ə n a ɪ z d ⋉
2854	p a ɹ t n ɚ	p a ɹ t n ɚ d	partner	partnered	⋊ p a ɹ t n ɛ ɹ ⋉	⋊ p a ɹ t n ɛ ɹ d ⋉
2855	p ə l ɪ t ɪ s aɪ z	p ə l ɪ t ɪ s aɪ z d	politicize	politicized	⋊ p ə l ɪ t ɪ s a ɪ z ⋉	⋊ p ə l ɪ t ɪ s a ɪ z d ⋉
2856	ʃ ʌ t ə l	ʃ ʌ t ə l d	shuttle	shuttled	⋊ ʃ ʌ t ə l ⋉	⋊ ʃ ʌ t ə l d ⋉
2857	ə b d ʌ k t	ə b d ʌ k t ə d	abduct	abducted	⋊ ə b d ʌ k t ⋉	⋊ ə b d ʌ k t ɪ d ⋉
2858	k æ p t ɪ n	k æ p t ɪ n d	captain	captained	⋊ k ɑ p t ɪ n ⋉	⋊ k ɑ p t ɪ n d ⋉
2859	k ə k u n	k ə k u n d	cocoon	cocooned	⋊ k ə k u n ⋉	⋊ k ə k u n d ⋉
2860	d ɪ g n ɪ f aɪ	d ɪ g n ɪ f aɪ d	dignify	dignified	⋊ d ɪ g n ɪ f a ɪ ⋉	⋊ d ɪ g n ɪ f a ɪ d ⋉
2861	d oʊ p	d oʊ p t	dope	doped	⋊ d o p ⋉	⋊ d o p t ⋉
2862	ɪ n θ u z	ɪ n θ u z d	enthuse	enthused	⋊ ɪ n θ u z ⋉	⋊ ɪ n θ u z d ⋉
2863	ɪ v ɪ n s	ɪ v ɪ n s t	evince	evinced	⋊ ɪ v ɪ n s ⋉	⋊ ɪ v ɪ n s t ⋉
2864	ɪ k s k ɹ i t	ɪ k s k ɹ i t ə d	excrete	excreted	⋊ ɪ k s k ɹ i t ⋉	⋊ ɪ k s k ɹ i t ɪ d ⋉
2865	f ɹ a l ɪ k	f ɹ a l ɪ k t	frolic	frolicked	⋊ f ɹ a l ɪ k ⋉	⋊ f ɹ a l ɪ k t ⋉
2866	f ʌ n ə l	f ʌ n ə l d	funnel	funnelled	⋊ f ʌ n ə l ⋉	⋊ f ʌ n ə l d ⋉
2867	g a g ə l	g a g ə l d	goggle	goggled	⋊ g a g ə l ⋉	⋊ g a g ə l d ⋉
2868	g oʊ ɹ	g oʊ ɹ d	gore	gored	⋊ g o ɹ ⋉	⋊ g o ɹ d ⋉
2869	g ɹ eɪ s	g ɹ eɪ s t	grace	graced	⋊ g ɹ e s ⋉	⋊ g ɹ e s t ⋉
2870	g ʌ f ɔ	g ʌ f ɔ d	guffaw	guffawed	⋊ g ʌ f ɔ ⋉	⋊ g ʌ f ɔ d ⋉
2871	ɪ n k ʌ l k eɪ t	ɪ n k ʌ l k eɪ t ə d	inculcate	inculcated	⋊ ɪ n k ʌ l k e t ⋉	⋊ ɪ n k ʌ l k e t ɪ d ⋉
2872	p eɪ l	p eɪ l d	pale	paled	⋊ p e l ⋉	⋊ p e l d ⋉
2873	p ʌ l p	p ʌ l p t	pulp	pulped	⋊ p ʌ l p ⋉	⋊ p ʌ l p t ⋉
2874	ɹ ɪ k u p ə ɹ eɪ t	ɹ ɪ k u p ə ɹ eɪ t ə d	recuperate	recuperated	⋊ ɹ ɪ k u p ə ɹ e t ⋉	⋊ ɹ ɪ k u p ə ɹ e t ɪ d ⋉
2875	ɹ eɪ n	ɹ eɪ n d	rein	reined	⋊ ɹ e n ⋉	⋊ ɹ e n d ⋉
2876	ɹ ɪ p ɹ i v	ɹ ɪ p ɹ i v d	reprieve	reprieved	⋊ ɹ ɪ p ɹ i v ⋉	⋊ ɹ ɪ p ɹ i v d ⋉
2877	ɹ ɪ v aɪ l	ɹ ɪ v aɪ l d	revile	reviled	⋊ ɹ ɪ v a ɪ l ⋉	⋊ ɹ ɪ v a ɪ l d ⋉
2878	ɹ aɪ m	ɹ aɪ m d	rhyme	rhymed	⋊ ɹ a ɪ m ⋉	⋊ ɹ a ɪ m d ⋉
2879	s k ɪ m p	s k ɪ m p t	skimp	skimped	⋊ s k ɪ m p ⋉	⋊ s k ɪ m p t ⋉
2880	s l u	s l u d	slew	slewed	⋊ s l u ⋉	⋊ s l u d ⋉
2881	s n eɪ ɹ	s n eɪ ɹ d	snare	snared	⋊ s n e ɹ ⋉	⋊ s n e ɹ d ⋉
2882	s oʊ l dʒ ɚ	s oʊ l dʒ ɚ d	soldier	soldiered	⋊ s o l d ʒ ɛ ɹ ⋉	⋊ s o l d ʒ ɛ ɹ d ⋉
2883	s ʌ b dʒ ə g eɪ t	s ʌ b dʒ ə g eɪ t ə d	subjugate	subjugated	⋊ s ʌ b d ʒ ə g e t ⋉	⋊ s ʌ b d ʒ ə g e t ɪ d ⋉
2884	s ʌ n	s ʌ n d	sun	sunned	⋊ s ʌ n ⋉	⋊ s ʌ n d ⋉
2885	t ɛ n ə n t	t ɛ n ə n t ə d	tenant	tenanted	⋊ t ɛ n ə n t ⋉	⋊ t ɛ n ə n t ɪ d ⋉
2886	t u t	t u t ə d	toot	tooted	⋊ t u t ⋉	⋊ t u t ɪ d ⋉
2887	b l ʌ d	b l ʌ d ə d	blood	blooded	⋊ b l ʌ d ⋉	⋊ b l ʌ d ɪ d ⋉
2888	ɪ n d a k t ɹ ɪ n eɪ t	ɪ n d a k t ɹ ɪ n eɪ t ə d	indoctrinate	indoctrinated	⋊ ɪ n d a k t ɹ ɪ n e t ⋉	⋊ ɪ n d a k t ɹ ɪ n e t ɪ d ⋉
2889	ɹ i ɪ m b ɚ s	ɹ i ɪ m b ɚ s t	reimburse	reimbursed	⋊ ɹ i ɪ m b ɛ ɹ s ⋉	⋊ ɹ i ɪ m b ɛ ɹ s t ⋉
2890	l i eɪ z	l i eɪ z d	liaise	liaised	⋊ l i e z ⋉	⋊ l i e z d ⋉
2891	b ə l u n	b ə l u n d	balloon	ballooned	⋊ b ə l u n ⋉	⋊ b ə l u n d ⋉
2892	b ɹ ʊ k	b ɹ ʊ k t	brook	brooked	⋊ b ɹ ʊ k ⋉	⋊ b ɹ ʊ k t ⋉
2893	s k aʊ t	s k aʊ t ə d	scout	scouted	⋊ s k a ʊ t ⋉	⋊ s k a ʊ t ɪ d ⋉
2894	æ t ɹ ə f i	æ t ɹ ə f i d	atrophy	atrophied	⋊ ɑ t ɹ ə f i ⋉	⋊ ɑ t ɹ ə f i d ⋉
2895	ɔ d ɪ ʃ ə n	ɔ d ɪ ʃ ə n d	audition	auditioned	⋊ ɔ d ɪ ʃ ə n ⋉	⋊ ɔ d ɪ ʃ ə n d ⋉
2896	k ə ɹ i n	k ə ɹ i n d	careen	careened	⋊ k ə ɹ i n ⋉	⋊ k ə ɹ i n d ⋉
2897	tʃ ɚ p	tʃ ɚ p t	chirp	chirped	⋊ t ʃ ɛ ɹ p ⋉	⋊ t ʃ ɛ ɹ p t ⋉
2898	tʃ ɪ z ə l	tʃ ɪ z ə l d	chisel	chiselled	⋊ t ʃ ɪ z ə l ⋉	⋊ t ʃ ɪ z ə l d ⋉
2899	k a d ə l	k a d ə l d	coddle	coddled	⋊ k a d ə l ⋉	⋊ k a d ə l d ⋉
2900	k ɹ ɪ m p	k ɹ ɪ m p t	crimp	crimped	⋊ k ɹ ɪ m p ⋉	⋊ k ɹ ɪ m p t ⋉
2901	d æ p ə l	d æ p ə l d	dapple	dappled	⋊ d ɑ p ə l ⋉	⋊ d ɑ p ə l d ⋉
2902	d ɛ f ə k eɪ t	d ɛ f ə k eɪ t ə d	defecate	defecated	⋊ d ɛ f ə k e t ⋉	⋊ d ɛ f ə k e t ɪ d ⋉
2903	d ɪ s ɪ m b aʊ ə l	d ɪ s ɪ m b aʊ ə l d	disembowel	disembowelled	⋊ d ɪ s ɪ m b a ʊ ə l ⋉	⋊ d ɪ s ɪ m b a ʊ ə l d ⋉
2904	ɪ n oʊ b ə l	ɪ n oʊ b ə l d	ennoble	ennobled	⋊ ɪ n o b ə l ⋉	⋊ ɪ n o b ə l d ⋉
2905	ɪ n ʌ n s i eɪ t	ɪ n ʌ n s i eɪ t ə d	enunciate	enunciated	⋊ ɪ n ʌ n s i e t ⋉	⋊ ɪ n ʌ n s i e t ɪ d ⋉
2906	f ə m ɪ l j ə ɹ aɪ z	f ə m ɪ l j ə ɹ aɪ z d	familiarize	familiarized	⋊ f ə m ɪ l j ə ɹ a ɪ z ⋉	⋊ f ə m ɪ l j ə ɹ a ɪ z d ⋉
2907	f l ʌ f	f l ʌ f t	fluff	fluffed	⋊ f l ʌ f ⋉	⋊ f l ʌ f t ⋉
2908	n æ ʃ	n æ ʃ t	gnash	gnashed	⋊ n ɑ ʃ ⋉	⋊ n ɑ ʃ t ⋉
2909	g ɹ u v	g ɹ u v d	groove	grooved	⋊ g ɹ u v ⋉	⋊ g ɹ u v d ⋉
2910	h ə l u s ɪ n eɪ t	h ə l u s ɪ n eɪ t ə d	hallucinate	hallucinated	⋊ h ə l u s ɪ n e t ⋉	⋊ h ə l u s ɪ n e t ɪ d ⋉
2911	h j u	h j u d	hew	hewed	⋊ h j u ⋉	⋊ h j u d ⋉
2912	l æ n s	l æ n s t	lance	lanced	⋊ l ɑ n s ⋉	⋊ l ɑ n s t ⋉
2913	m j u	m j u d	mew	mewed	⋊ m j u ⋉	⋊ m j u d ⋉
2914	m u tʃ	m u tʃ t	mooch	mooched	⋊ m u t ʃ ⋉	⋊ m u t ʃ t ⋉
2915	m u t	m u t ə d	moot	mooted	⋊ m u t ⋉	⋊ m u t ɪ d ⋉
2916	a b v i eɪ t	a b v i eɪ t ə d	obviate	obviated	⋊ a b v i e t ⋉	⋊ a b v i e t ɪ d ⋉
2917	p eɪ ɹ ə d i	p eɪ ɹ ə d i d	parody	parodied	⋊ p e ɹ ə d i ⋉	⋊ p e ɹ ə d i d ⋉
2918	p i l	p i l d	peal	pealed	⋊ p i l ⋉	⋊ p i l d ⋉
2919	k w ɪ b ə l	k w ɪ b ə l d	quibble	quibbled	⋊ k w ɪ b ə l ⋉	⋊ k w ɪ b ə l d ⋉
2920	k w aɪ ə t	k w aɪ ə t ə d	quiet	quieted	⋊ k w a ɪ ə t ⋉	⋊ k w a ɪ ə t ɪ d ⋉
2921	ɹ æ ŋ k ə l	ɹ æ ŋ k ə l d	rankle	rankled	⋊ ɹ ɑ ŋ k ə l ⋉	⋊ ɹ ɑ ŋ k ə l d ⋉
2922	ɹ ɪ dʒ	ɹ ɪ dʒ d	ridge	ridged	⋊ ɹ ɪ d ʒ ⋉	⋊ ɹ ɪ d ʒ d ⋉
2923	ɹ oʊ m æ n t ɪ s aɪ z	ɹ oʊ m æ n t ɪ s aɪ z d	romanticize	romanticized	⋊ ɹ o m ɑ n t ɪ s a ɪ z ⋉	⋊ ɹ o m ɑ n t ɪ s a ɪ z d ⋉
2924	ʃ ɚ k	ʃ ɚ k t	shirk	shirked	⋊ ʃ ɛ ɹ k ⋉	⋊ ʃ ɛ ɹ k t ⋉
2925	s ɪ v	s ɪ v d	sieve	sieved	⋊ s ɪ v ⋉	⋊ s ɪ v d ⋉
2926	s ɪ n dʒ	s ɪ n dʒ d	singe	singed	⋊ s ɪ n d ʒ ⋉	⋊ s ɪ n d ʒ d ⋉
2927	s l a b ɚ	s l a b ɚ d	slobber	slobbered	⋊ s l a b ɛ ɹ ⋉	⋊ s l a b ɛ ɹ d ⋉
2928	s oʊ p	s oʊ p t	soap	soaped	⋊ s o p ⋉	⋊ s o p t ⋉
2929	s p ʌ t ɚ	s p ʌ t ɚ d	sputter	sputtered	⋊ s p ʌ t ɛ ɹ ⋉	⋊ s p ʌ t ɛ ɹ d ⋉
2930	s t æ m p i d	s t æ m p i d ə d	stampede	stampeded	⋊ s t ɑ m p i d ⋉	⋊ s t ɑ m p i d ɪ d ⋉
2931	t æ l i	t æ l i d	tally	tallied	⋊ t ɑ l i ⋉	⋊ t ɑ l i d ⋉
2932	t ɪ t ɪ l eɪ t	t ɪ t ɪ l eɪ t ə d	titillate	titillated	⋊ t ɪ t ɪ l e t ⋉	⋊ t ɪ t ɪ l e t ɪ d ⋉
2933	t ɹ æ f ɪ k	t ɹ æ f ɪ k t	traffic	trafficked	⋊ t ɹ ɑ f ɪ k ⋉	⋊ t ɹ ɑ f ɪ k t ⋉
2934	t ɹ æ n s g ɹ ɛ s	t ɹ æ n s g ɹ ɛ s t	transgress	transgressed	⋊ t ɹ ɑ n s g ɹ ɛ s ⋉	⋊ t ɹ ɑ n s g ɹ ɛ s t ⋉
2935	h aɪ b ɚ n eɪ t	h aɪ b ɚ n eɪ t ə d	hibernate	hibernated	⋊ h a ɪ b ɛ ɹ n e t ⋉	⋊ h a ɪ b ɛ ɹ n e t ɪ d ⋉
2936	ɪ k s t ɹ æ p ə l eɪ t	ɪ k s t ɹ æ p ə l eɪ t ə d	extrapolate	extrapolated	⋊ ɪ k s t ɹ ɑ p ə l e t ⋉	⋊ ɪ k s t ɹ ɑ p ə l e t ɪ d ⋉
2937	f ʌ dʒ	f ʌ dʒ d	fudge	fudged	⋊ f ʌ d ʒ ⋉	⋊ f ʌ d ʒ d ⋉
2938	b eɪ ɹ ɪ k eɪ d	b eɪ ɹ ɪ k eɪ d ə d	barricade	barricaded	⋊ b e ɹ ɪ k e d ⋉	⋊ b e ɹ ɪ k e d ɪ d ⋉
2939	b ɹ æ k ɪ t	b ɹ æ k ɪ t ə d	bracket	bracketed	⋊ b ɹ ɑ k ɪ t ⋉	⋊ b ɹ ɑ k ɪ t ɪ d ⋉
2940	b ɹ eɪ	b ɹ eɪ d	bray	brayed	⋊ b ɹ e ⋉	⋊ b ɹ e d ⋉
2941	b ʌ d	b ʌ d ə d	bud	budded	⋊ b ʌ d ⋉	⋊ b ʌ d ɪ d ⋉
2942	b ɚ g ə l	b ɚ g ə l d	burgle	burgled	⋊ b ɛ ɹ g ə l ⋉	⋊ b ɛ ɹ g ə l d ⋉
2943	k ə l eɪ t	k ə l eɪ t ə d	collate	collated	⋊ k ə l e t ⋉	⋊ k ə l e t ɪ d ⋉
2944	k a p	k a p t	cop	copped	⋊ k a p ⋉	⋊ k a p t ⋉
2945	k oʊ ɹ d	k oʊ ɹ d ə d	cord	corded	⋊ k o ɹ d ⋉	⋊ k o ɹ d ɪ d ⋉
2946	d ɪ n u d	d ɪ n u d ə d	denude	denuded	⋊ d ɪ n u d ⋉	⋊ d ɪ n u d ɪ d ⋉
2947	d aɪ g ɹ ɛ s	d aɪ g ɹ ɛ s t	digress	digressed	⋊ d a ɪ g ɹ ɛ s ⋉	⋊ d a ɪ g ɹ ɛ s t ⋉
2948	d ɪ s d eɪ n	d ɪ s d eɪ n d	disdain	disdained	⋊ d ɪ s d e n ⋉	⋊ d ɪ s d e n d ⋉
2949	d ɪ s ɛ m b ə l	d ɪ s ɛ m b ə l d	dissemble	dissembled	⋊ d ɪ s ɛ m b ə l ⋉	⋊ d ɪ s ɛ m b ə l d ⋉
2950	d a f	d a f t	doff	doffed	⋊ d a f ⋉	⋊ d a f t ⋉
2951	ɛ k s p ɹ oʊ p ɹ i eɪ t	ɛ k s p ɹ oʊ p ɹ i eɪ t ə d	expropriate	expropriated	⋊ ɛ k s p ɹ o p ɹ i e t ⋉	⋊ ɛ k s p ɹ o p ɹ i e t ɪ d ⋉
2952	ɪ g z ʌ l t	ɪ g z ʌ l t ə d	exult	exulted	⋊ ɪ g z ʌ l t ⋉	⋊ ɪ g z ʌ l t ɪ d ⋉
2953	f a ð ɚ	f a ð ɚ d	father	fathered	⋊ f a ð ɛ ɹ ⋉	⋊ f a ð ɛ ɹ d ⋉
2954	f ɪ z	f ɪ z d	fizz	fizzed	⋊ f ɪ z ⋉	⋊ f ɪ z d ⋉
2955	f l ʌ ŋ k	f l ʌ ŋ k t	flunk	flunked	⋊ f l ʌ ŋ k ⋉	⋊ f l ʌ ŋ k t ⋉
2956	f ɚ	f ɚ d	fur	furred	⋊ f ɛ ɹ ⋉	⋊ f ɛ ɹ d ⋉
2957	g a ɹ n ɚ	g a ɹ n ɚ d	garner	garnered	⋊ g a ɹ n ɛ ɹ ⋉	⋊ g a ɹ n ɛ ɹ d ⋉
2958	h aɪ dʒ æ k	h aɪ dʒ æ k t	hijack	hijacked	⋊ h a ɪ d ʒ ɑ k ⋉	⋊ h a ɪ d ʒ ɑ k t ⋉
2959	ɪ m p eɪ ɹ ə l	ɪ m p eɪ ɹ ə l d	imperil	imperilled	⋊ ɪ m p e ɹ ə l ⋉	⋊ ɪ m p e ɹ ə l d ⋉
2960	ɪ n a k j ʊ l eɪ t	ɪ n a k j ʊ l eɪ t ə d	inoculate	inoculated	⋊ ɪ n a k j ʊ l e t ⋉	⋊ ɪ n a k j ʊ l e t ɪ d ⋉
2961	m ʌ d i	m ʌ d i d	muddy	muddied	⋊ m ʌ d i ⋉	⋊ m ʌ d i d ⋉
2962	p aɪ l ə t	p aɪ l ə t ə d	pilot	piloted	⋊ p a ɪ l ə t ⋉	⋊ p a ɪ l ə t ɪ d ⋉
2963	p a s tʃ ɚ	p a s tʃ ɚ d	posture	postured	⋊ p a s t ʃ ɛ ɹ ⋉	⋊ p a s t ʃ ɛ ɹ d ⋉
2964	p ɹ ɛ s ɪ dʒ	p ɹ ɛ s ɪ dʒ d	presage	presaged	⋊ p ɹ ɛ s ɪ d ʒ ⋉	⋊ p ɹ ɛ s ɪ d ʒ d ⋉
2965	ɹ u m	ɹ u m d	room	roomed	⋊ ɹ u m ⋉	⋊ ɹ u m d ⋉
2966	ʃ i ð	ʃ i ð d	sheathe	sheathed	⋊ ʃ i ð ⋉	⋊ ʃ i ð d ⋉
2967	s w a t	s w a t ə d	swat	swatted	⋊ s w a t ⋉	⋊ s w a t ɪ d ⋉
2968	t w aɪ n	t w aɪ n d	twine	twined	⋊ t w a ɪ n ⋉	⋊ t w a ɪ n d ⋉
2969	v ɛ n d	v ɛ n d ə d	vend	vended	⋊ v ɛ n d ⋉	⋊ v ɛ n d ɪ d ⋉
2970	w ɪ n oʊ	w ɪ n oʊ d	winnow	winnowed	⋊ w ɪ n o ⋉	⋊ w ɪ n o d ⋉
2971	z æ p	z æ p t	zap	zapped	⋊ z ɑ p ⋉	⋊ z ɑ p t ⋉
2972	z ɪ g z æ g	z ɪ g z æ g d	zigzag	zigzagged	⋊ z ɪ g z ɑ g ⋉	⋊ z ɪ g z ɑ g d ⋉
2973	ɔ s ɪ f aɪ	ɔ s ɪ f aɪ d	ossify	ossified	⋊ ɔ s ɪ f a ɪ ⋉	⋊ ɔ s ɪ f a ɪ d ⋉
2974	k oʊ l	k oʊ l d	coal	coaled	⋊ k o l ⋉	⋊ k o l d ⋉
2975	b a g ə l	b a g ə l d	boggle	boggled	⋊ b a g ə l ⋉	⋊ b a g ə l d ⋉
2976	ɔ d ɪ t	ɔ d ɪ t ə d	audit	audited	⋊ ɔ d ɪ t ⋉	⋊ ɔ d ɪ t ɪ d ⋉
2977	k æ p t ɪ v eɪ t	k æ p t ɪ v eɪ t ə d	captivate	captivated	⋊ k ɑ p t ɪ v e t ⋉	⋊ k ɑ p t ɪ v e t ɪ d ⋉
2978	d ɛ p ɹ ɪ k eɪ t	d ɛ p ɹ ɪ k eɪ t ə d	deprecate	deprecated	⋊ d ɛ p ɹ ɪ k e t ⋉	⋊ d ɛ p ɹ ɪ k e t ɪ d ⋉
2979	k i	k i d	key	keyed	⋊ k i ⋉	⋊ k i d ⋉
2980	s æ t ɚ aɪ z	s æ t ɚ aɪ z d	satirize	satirized	⋊ s ɑ t ɛ ɹ a ɪ z ⋉	⋊ s ɑ t ɛ ɹ a ɪ z d ⋉
2981	ə s ɛ n t	ə s ɛ n t ə d	assent	assented	⋊ ə s ɛ n t ⋉	⋊ ə s ɛ n t ɪ d ⋉
2982	ɔ θ ɛ n t ɪ k eɪ t	ɔ θ ɛ n t ɪ k eɪ t ə d	authenticate	authenticated	⋊ ɔ θ ɛ n t ɪ k e t ⋉	⋊ ɔ θ ɛ n t ɪ k e t ɪ d ⋉
2983	b i tʃ	b i tʃ t	beach	beached	⋊ b i t ʃ ⋉	⋊ b i t ʃ t ⋉
2984	b aɪ s ɛ k t	b aɪ s ɛ k t ə d	bisect	bisected	⋊ b a ɪ s ɛ k t ⋉	⋊ b a ɪ s ɛ k t ɪ d ⋉
