lemma_ipa	past_ipa	celex_freq	lemma_orth	past_orth	past_type	past_type2	notes	lemma_unicode	past_unicode
b ˈoʊ t	b ˈoʊ t ɨ d	23	boat	boated	∅ -> ɨ d	regular	NA	bˈot	bˈotɨd
b ˈoʊ d	b ˈoʊ d ɨ d	23	bode	boded	∅ -> ɨ d	regular	NA	bˈod	bˈodɨd
b ˈa tʃ	b ˈa tʃ t	23	botch	botched	∅ -> t	regular	NA	bˈaC	bˈaCt
k ˈæ n t	k ˈæ n t ɨ d	23	cant	canted	∅ -> ɨ d	regular	NA	kˈænt	kˈæntɨd
k ˈeɪ p ɚ	k ˈeɪ p ɚ d	23	caper	capered	∅ -> d	regular	NA	kˈepɚ	kˈepɚd
k l ˈa k	k l ˈa k t	23	clock	clocked	∅ -> t	regular	NA	klˈak	klˈakt
k oʊ ˈa p t	k oʊ ˈa p t ɨ d	23	co-opt	co-opted	∅ -> ɨ d	regular	NA	koˈapt	koˈaptɨd
k a m ə n d ˈi ɹ	k a m ə n d ˈi ɹ d	23	commandeer	commandeered	∅ -> d	regular	NA	kaməndˈiɹ	kaməndˈiɹd
k ɹ oʊ ʃ ˈeɪ	k ɹ oʊ ʃ ˈeɪ d	23	crochet	crocheted	∅ -> d	regular	NA	kɹoʃˈe	kɹoʃˈed
k ɹ u s ˈeɪ d	k ɹ u s ˈeɪ d ɨ d	23	crusade	crusaded	∅ -> ɨ d	regular	NA	kɹusˈed	kɹusˈedɨd
d ˈeɪ n	d ˈeɪ n d	23	deign	deigned	∅ -> d	regular	NA	dˈen	dˈend
d i m ˈoʊ t	d i m ˈoʊ t ɨ d	23	demote	demoted	∅ -> ɨ d	regular	NA	dimˈot	dimˈotɨd
d ˈɛ s ɪ k ɹ eɪ t	d ˈɛ s ɪ k ɹ eɪ t ɨ d	23	desecrate	desecrated	∅ -> ɨ d	regular	NA	dˈɛsɪkɹet	dˈɛsɪkɹetɨd
ɪ n θ ɹ ˈɔ l	ɪ n θ ɹ ˈɔ l d	23	enthral	enthralled	∅ -> d	regular	NA	ɪnθɹˈɔl	ɪnθɹˈɔld
ɪ n v ˈɪ ʒ ə n	ɪ n v ˈɪ ʒ ə n d	23	envision	envisioned	∅ -> d	regular	NA	ɪnvˈɪʒən	ɪnvˈɪʒənd
ɪ g z ˈa n ə ɹ eɪ t	ɪ g z ˈa n ə ɹ eɪ t ɨ d	23	exonerate	exonerated	∅ -> ɨ d	regular	NA	ɪgzˈanəɹet	ɪgzˈanəɹetɨd
h ˈeɪ ɹ	h ˈeɪ ɹ d	23	hare	hared	∅ -> d	regular	NA	hˈeɹ	hˈeɹd
p ɹ ˈɛ ʃ ə ɹ aɪ z	p ɹ ˈɛ ʃ ə ɹ aɪ z d	23	pressurize	pressurized	∅ -> d	regular	NA	pɹˈɛʃəɹYz	pɹˈɛʃəɹYzd
p ɹ ˈɪ k ə l	p ɹ ˈɪ k ə l d	23	prickle	prickled	∅ -> d	regular	NA	pɹˈɪkəl	pɹˈɪkəld
ɹ ɛ k ə n ˈɔɪ t ɚ	ɹ ɛ k ə n ˈɔɪ t ɚ d	23	reconnoitre	reconnoitred	∅ -> d	regular	NA	ɹɛkənˈOtɚ	ɹɛkənˈOtɚd
ɹ ɪ k ˈu p	ɹ ɪ k ˈu p t	23	recoup	recouped	∅ -> t	regular	NA	ɹɪkˈup	ɹɪkˈupt
ɹ ˈɪ m	ɹ ˈɪ m d	23	rim	rimmed	∅ -> d	regular	NA	ɹˈɪm	ɹˈɪmd
s k ˈi m	s k ˈi m d	23	scheme	schemed	∅ -> d	regular	NA	skˈim	skˈimd
s k ˈu l	s k ˈu l d	23	school	schooled	∅ -> d	regular	NA	skˈul	skˈuld
s k ˈu t	s k ˈu t ɨ d	23	scoot	scooted	∅ -> ɨ d	regular	NA	skˈut	skˈutɨd
s k ˈaɪ	s k ˈaɪ d	23	sky	skied	∅ -> d	regular	NA	skˈY	skˈYd
s p l ˈeɪ	s p l ˈeɪ d	23	splay	splayed	∅ -> d	regular	NA	splˈe	splˈed
s k w ˈɛ l tʃ	s k w ˈɛ l tʃ t	23	squelch	squelched	∅ -> t	regular	NA	skwˈɛlC	skwˈɛlCt
s t ˈæ ʃ	s t ˈæ ʃ t	23	stash	stashed	∅ -> t	regular	NA	stˈæʃ	stˈæʃt
s ə b s ˈu m	s ə b s ˈu m d	23	subsume	subsumed	∅ -> d	regular	NA	səbsˈum	səbsˈumd
t ˈɪ l	t ˈɪ l d	23	till	tilled	∅ -> d	regular	NA	tˈɪl	tˈɪld
t ˈa d ə l	t ˈa d ə l d	23	toddle	toddled	∅ -> d	regular	NA	tˈadəl	tˈadəld
t ˈoʊ n	t ˈoʊ n d	23	tone	toned	∅ -> d	regular	NA	tˈon	tˈond
t oʊ ɹ p ˈi d oʊ	t oʊ ɹ p ˈi d oʊ d	23	torpedo	torpedoed	∅ -> d	regular	NA	toɹpˈido	toɹpˈidod
v ˈɛ s t	v ˈɛ s t ɨ d	23	vest	vested	∅ -> ɨ d	regular	NA	vˈɛst	vˈɛstɨd
w ˈɪ n i	w ˈɪ n i d	23	whinny	whinnied	∅ -> d	regular	NA	wˈɪni	wˈɪnid
ə k l ˈaɪ m ə t aɪ z	ə k l ˈaɪ m ə t aɪ z d	22	acclimatize	acclimatized	∅ -> d	regular	NA	əklˈYmətYz	əklˈYmətYzd
ˈeɪ p	ˈeɪ p t	22	ape	aped	∅ -> t	regular	NA	ˈep	ˈept
b l ˈʌ b ɚ	b l ˈʌ b ɚ d	22	blubber	blubbered	∅ -> d	regular	NA	blˈʌbɚ	blˈʌbɚd
k ˈæ n t ɚ	k ˈæ n t ɚ d	22	canter	cantered	∅ -> d	regular	NA	kˈæntɚ	kˈæntɚd
tʃ ˈɔ k	tʃ ˈɔ k t	22	chalk	chalked	∅ -> t	regular	NA	Cˈɔk	Cˈɔkt
k ɹ ˈa n ɪ k ə l	k ɹ ˈa n ɪ k ə l d	22	chronicle	chronicled	∅ -> d	regular	NA	kɹˈanɪkəl	kɹˈanɪkəld
k l ˈaʊ n	k l ˈaʊ n d	22	clown	clowned	∅ -> d	regular	NA	klˈWn	klˈWnd
d ɪ k ˈæ p ɪ t eɪ t	d ɪ k ˈæ p ɪ t eɪ t ɨ d	22	decapitate	decapitated	∅ -> ɨ d	regular	NA	dɪkˈæpɪtet	dɪkˈæpɪtetɨd
d ˈɛ s ɪ m eɪ t	d ˈɛ s ɪ m eɪ t ɨ d	22	decimate	decimated	∅ -> ɨ d	regular	NA	dˈɛsɪmet	dˈɛsɪmetɨd
ɪ g z ˈɔ l t	ɪ g z ˈɔ l t ɨ d	22	exalt	exalted	∅ -> ɨ d	regular	NA	ɪgzˈɔlt	ɪgzˈɔltɨd
g ˈa ɹ b ə l	g ˈa ɹ b ə l d	22	garble	garbled	∅ -> d	regular	NA	gˈaɹbəl	gˈaɹbəld
h ˈæ z ɚ d	h ˈæ z ɚ d ɨ d	22	hazard	hazarded	∅ -> ɨ d	regular	NA	hˈæzɚd	hˈæzɚdɨd
h ˈʌ ŋ g ɚ	h ˈʌ ŋ g ɚ d	22	hunger	hungered	∅ -> d	regular	NA	hˈʌŋgɚ	hˈʌŋgɚd
m ˈoʊ ɹ t ɪ f aɪ	m ˈoʊ ɹ t ɪ f aɪ d	22	mortify	mortified	∅ -> d	regular	NA	mˈoɹtɪfY	mˈoɹtɪfYd
ˈɔ s t ɹ ə s aɪ z	ˈɔ s t ɹ ə s aɪ z d	22	ostracize	ostracized	∅ -> d	regular	NA	ˈɔstɹəsYz	ˈɔstɹəsYzd
k w ˈa ʃ	k w ˈa ʃ t	22	quash	quashed	∅ -> t	regular	NA	kwˈaʃ	kwˈaʃt
ɹ ˈæ v ɪ ʃ	ɹ ˈæ v ɪ ʃ t	22	ravish	ravished	∅ -> t	regular	NA	ɹˈævɪʃ	ɹˈævɪʃt
s l ˈa g	s l ˈa g d	22	slog	slogged	∅ -> d	regular	NA	slˈag	slˈagd
s m ˈɛ l t	s m ˈɛ l t ɨ d	22	smelt	smelted	∅ -> ɨ d	regular	NA	smˈɛlt	smˈɛltɨd
s ˈoʊ dʒ ɚ n	s ˈoʊ dʒ ɚ n d	22	sojourn	sojourned	∅ -> d	regular	NA	sˈoJɚn	sˈoJɚnd
s ˈa d ɚ	s ˈa d ɚ d	22	solder	soldered	∅ -> d	regular	NA	sˈadɚ	sˈadɚd
s p ɹ ˈeɪ n	s p ɹ ˈeɪ n d	22	sprain	sprained	∅ -> d	regular	NA	spɹˈen	spɹˈend
s ˈʌ b l ɪ m eɪ t	s ˈʌ b l ɪ m eɪ t ɨ d	22	sublimate	sublimated	∅ -> ɨ d	regular	NA	sˈʌblɪmet	sˈʌblɪmetɨd
s ˈʌ p	s ˈʌ p t	22	sup	supped	∅ -> t	regular	NA	sˈʌp	sˈʌpt
ə t ˈɛ n j u eɪ t	ə t ˈɛ n j u eɪ t ɨ d	21	attenuate	attenuated	∅ -> ɨ d	regular	NA	ətˈɛnjuet	ətˈɛnjuetɨd
b ˈɪ tʃ	b ˈɪ tʃ t	21	bitch	bitched	∅ -> t	regular	NA	bˈɪC	bˈɪCt
b ɹ ˈaɪ d ə l	b ɹ ˈaɪ d ə l d	21	bridle	bridled	∅ -> d	regular	NA	bɹˈYdəl	bɹˈYdəld
b ˈʌ ŋ g ə l	b ˈʌ ŋ g ə l d	21	bungle	bungled	∅ -> d	regular	NA	bˈʌŋgəl	bˈʌŋgəld
b ˈɝ n ɪ ʃ	b ˈɝ n ɪ ʃ t	21	burnish	burnished	∅ -> t	regular	NA	bˈɝnɪʃ	bˈɝnɪʃt
b ˈʌ s	b ˈʌ s t	21	bus	bused	∅ -> t	regular	NA	bˈʌs	bˈʌst
d ɪ s ˈɛ n t	d ɪ s ˈɛ n t ɨ d	21	dissent	dissented	∅ -> ɨ d	regular	NA	dɪsˈɛnt	dɪsˈɛntɨd
d ˈɪ z i	d ˈɪ z i d	21	dizzy	dizzied	∅ -> d	regular	NA	dˈɪzi	dˈɪzid
ɪ m b ˈa m	ɪ m b ˈa m d	21	embalm	embalmed	∅ -> d	regular	NA	ɪmbˈam	ɪmbˈamd
ɪ k s t ɹ ˈu d	ɪ k s t ɹ ˈu d ɨ d	21	extrude	extruded	∅ -> ɨ d	regular	NA	ɪkstɹˈud	ɪkstɹˈudɨd
f ˈaɪ n ə l aɪ z	f ˈaɪ n ə l aɪ z d	21	finalize	finalized	∅ -> d	regular	NA	fˈYnəlYz	fˈYnəlYzd
f l ˈɛ k	f l ˈɛ k t	21	fleck	flecked	∅ -> t	regular	NA	flˈɛk	flˈɛkt
f ɹ ˈɛ ʃ ə n	f ɹ ˈɛ ʃ ə n d	21	freshen	freshened	∅ -> d	regular	NA	fɹˈɛʃən	fɹˈɛʃənd
g ɹ ˈa v ə l	g ɹ ˈa v ə l d	21	grovel	grovelled	∅ -> d	regular	NA	gɹˈavəl	gɹˈavəld
ˈaɪ d ə l aɪ z	ˈaɪ d ə l aɪ z d	21	idolize	idolized	∅ -> d	regular	NA	ˈYdəlYz	ˈYdəlYzd
ˈɝ k	ˈɝ k t	21	irk	irked	∅ -> t	regular	NA	ˈɝk	ˈɝkt
dʒ ˈɪ g ə l	dʒ ˈɪ g ə l d	21	jiggle	jiggled	∅ -> d	regular	NA	Jˈɪgəl	Jˈɪgəld
m ˈɔ l t	m ˈɔ l t ɨ d	21	malt	malted	∅ -> ɨ d	regular	NA	mˈɔlt	mˈɔltɨd
m ˈʌ g	m ˈʌ g d	21	mug	mugged	∅ -> d	regular	NA	mˈʌg	mˈʌgd
n ˈæ p	n ˈæ p t	21	nap	napped	∅ -> t	regular	NA	nˈæp	nˈæpt
p ˈɔ l	p ˈɔ l d	21	pall	palled	∅ -> d	regular	NA	pˈɔl	pˈɔld
p ˈæ l p ɪ t eɪ t	p ˈæ l p ɪ t eɪ t ɨ d	21	palpitate	palpitated	∅ -> ɨ d	regular	NA	pˈælpɪtet	pˈælpɪtetɨd
p ˈæ t ə n t	p ˈæ t ə n t ɨ d	21	patent	patented	∅ -> ɨ d	regular	NA	pˈætənt	pˈætəntɨd
p ˈi k	p ˈi k t	21	peak	peaked	∅ -> t	regular	NA	pˈik	pˈikt
p ˈɝ k ə l eɪ t	p ˈɝ k ə l eɪ t ɨ d	21	percolate	percolated	∅ -> ɨ d	regular	NA	pˈɝkəlet	pˈɝkəletɨd
p ˈʌ l v ə ɹ aɪ z	p ˈʌ l v ə ɹ aɪ z d	21	pulverize	pulverized	∅ -> d	regular	NA	pˈʌlvəɹYz	pˈʌlvəɹYzd
ɹ ɪ f ɹ ˈɪ dʒ ə ɹ eɪ t	ɹ ɪ f ɹ ˈɪ dʒ ə ɹ eɪ t ɨ d	21	refrigerate	refrigerated	∅ -> ɨ d	regular	NA	ɹɪfɹˈɪJəɹet	ɹɪfɹˈɪJəɹetɨd
ɹ ˈɛ z ə n eɪ t	ɹ ˈɛ z ə n eɪ t ɨ d	21	resonate	resonated	∅ -> ɨ d	regular	NA	ɹˈɛzənet	ɹˈɛzənetɨd
ɹ ˈɪ k ə ʃ eɪ	ɹ ˈɪ k ə ʃ eɪ d	21	ricochet	ricochetted	∅ -> d	regular	NA	ɹˈɪkəʃe	ɹˈɪkəʃed
ɹ ˈaɪ t	ɹ ˈaɪ t ɨ d	21	right	righted	∅ -> ɨ d	regular	NA	ɹˈYt	ɹˈYtɨd
ɹ ˈa m p	ɹ ˈa m p t	21	romp	romped	∅ -> t	regular	NA	ɹˈamp	ɹˈampt
s k ɹ ˈaɪ b	s k ɹ ˈaɪ b d	21	scribe	scribed	∅ -> d	regular	NA	skɹˈYb	skɹˈYbd
s k ˈʌ l p t	s k ˈʌ l p t ɨ d	21	sculpt	sculpted	∅ -> ɨ d	regular	NA	skˈʌlpt	skˈʌlptɨd
ʃ ˈu	ʃ ˈu d	21	shoo	shooed	∅ -> d	regular	NA	ʃˈu	ʃˈud
ʃ ˈoʊ ɹ	ʃ ˈoʊ ɹ d	21	shore	shored	∅ -> d	regular	NA	ʃˈoɹ	ʃˈoɹd
s ˈɪ l v ɚ	s ˈɪ l v ɚ d	21	silver	silvered	∅ -> d	regular	NA	sˈɪlvɚ	sˈɪlvɚd
s p ˈæ ŋ g ə l	s p ˈæ ŋ g ə l d	21	spangle	spangled	∅ -> d	regular	NA	spˈæŋgəl	spˈæŋgəld
s w ˈæ g ɚ	s w ˈæ g ɚ d	21	swagger	swaggered	∅ -> d	regular	NA	swˈægɚ	swˈægɚd
s w ˈɪ g	s w ˈɪ g d	21	swig	swigged	∅ -> d	regular	NA	swˈɪg	swˈɪgd
t ˈɪ t ɚ	t ˈɪ t ɚ d	21	titter	tittered	∅ -> d	regular	NA	tˈɪtɚ	tˈɪtɚd
t ɹ ˈʌ s	t ɹ ˈʌ s t	21	truss	trussed	∅ -> t	regular	NA	tɹˈʌs	tɹˈʌst
w ˈɛ t	w ˈɛ t ɨ d	21	whet	whetted	∅ -> ɨ d	regular	NA	wˈɛt	wˈɛtɨd
ɹ ˈɔ ŋ	ɹ ˈɔ ŋ d	21	wrong	wronged	∅ -> d	regular	NA	ɹˈɔŋ	ɹˈɔŋd
j ˈɛ l p	j ˈɛ l p t	21	yelp	yelped	∅ -> t	regular	NA	jˈɛlp	jˈɛlpt
ə n ˈɛ s θ ə t aɪ z	ə n ˈɛ s θ ə t aɪ z d	20	anaesthetize	anaesthetized	∅ -> d	regular	NA	ənˈɛsθətYz	ənˈɛsθətYzd
b ˈu z	b ˈu z d	20	booze	boozed	∅ -> d	regular	NA	bˈuz	bˈuzd
b ɹ ˈa n z	b ɹ ˈa n z d	20	bronze	bronzed	∅ -> d	regular	NA	bɹˈanz	bɹˈanzd
k ˈoʊ ɹ ə s	k ˈoʊ ɹ ə s t	20	chorus	chorused	∅ -> t	regular	NA	kˈoɹəs	kˈoɹəst
k l ˈɔɪ s t ɚ	k l ˈɔɪ s t ɚ d	20	cloister	cloistered	∅ -> d	regular	NA	klˈOstɚ	klˈOstɚd
k ˈa n s ə m eɪ t	k ˈa n s ə m eɪ t ɨ d	20	consummate	consummated	∅ -> ɨ d	regular	NA	kˈansəmet	kˈansəmetɨd
d ˈɪ m p ə l	d ˈɪ m p ə l d	20	dimple	dimpled	∅ -> d	regular	NA	dˈɪmpəl	dˈɪmpəld
d ɪ s ˈeɪ b ə l	d ɪ s ˈeɪ b ə l d	20	disable	disabled	∅ -> d	regular	NA	dɪsˈebəl	dɪsˈebəld
d ɹ ˈaʊ z	d ɹ ˈaʊ z d	20	drowse	drowsed	∅ -> d	regular	NA	dɹˈWz	dɹˈWzd
ɪ m b ˈoʊ l d ə n	ɪ m b ˈoʊ l d ə n d	20	embolden	emboldened	∅ -> d	regular	NA	ɪmbˈoldən	ɪmbˈoldənd
f ˈɔ n	f ˈɔ n d	20	fawn	fawned	∅ -> d	regular	NA	fˈɔn	fˈɔnd
f ˈɪ k s eɪ t	f ˈɪ k s eɪ t ɨ d	20	fixate	fixated	∅ -> ɨ d	regular	NA	fˈɪkset	fˈɪksetɨd
h a m ˈa dʒ ə n aɪ z	h a m ˈa dʒ ə n aɪ z d	20	homogenize	homogenized	∅ -> d	regular	NA	hamˈaJənYz	hamˈaJənYzd
ɪ m b ˈaɪ b	ɪ m b ˈaɪ b d	20	imbibe	imbibed	∅ -> d	regular	NA	ɪmbˈYb	ɪmbˈYbd
dʒ ˈɪ g	dʒ ˈɪ g d	20	jig	jigged	∅ -> d	regular	NA	Jˈɪg	Jˈɪgd
l ˈæ k ɚ	l ˈæ k ɚ d	20	lacquer	lacquered	∅ -> d	regular	NA	lˈækɚ	lˈækɚd
l ˈa ð ɚ	l ˈa ð ɚ d	20	lather	lathered	∅ -> d	regular	NA	lˈaðɚ	lˈaðɚd
n a n p l ˈʌ s	n a n p l ˈʌ s t	20	nonplus	nonplussed	∅ -> t	regular	NA	nanplˈʌs	nanplˈʌst
ə f ˈɪ ʃ i eɪ t	ə f ˈɪ ʃ i eɪ t ɨ d	20	officiate	officiated	∅ -> ɨ d	regular	NA	əfˈɪʃiet	əfˈɪʃietɨd
ˈoʊ ɹ n ə m ɛ n t	ˈoʊ ɹ n ə m ɛ n t ɨ d	20	ornament	ornamented	∅ -> ɨ d	regular	NA	ˈoɹnəmɛnt	ˈoɹnəmɛntɨd
ˈoʊ ɹ f ə n	ˈoʊ ɹ f ə n d	20	orphan	orphaned	∅ -> d	regular	NA	ˈoɹfən	ˈoɹfənd
p ˈeɪ ɹ i	p ˈeɪ ɹ i d	20	parry	parried	∅ -> d	regular	NA	pˈeɹi	pˈeɹid
p a ɹ t ˈɪ ʃ ə n	p a ɹ t ˈɪ ʃ ə n d	20	partition	partitioned	∅ -> d	regular	NA	paɹtˈɪʃən	paɹtˈɪʃənd
p ˈɪ k n ɪ k	p ˈɪ k n ɪ k t	20	picnic	picnicked	∅ -> t	regular	NA	pˈɪknɪk	pˈɪknɪkt
p l ˈeɪ n	p l ˈeɪ n d	20	plane	planed	∅ -> d	regular	NA	plˈen	plˈend
p ɚ l ˈɔɪ n	p ɚ l ˈɔɪ n d	20	purloin	purloined	∅ -> d	regular	NA	pɚlˈOn	pɚlˈOnd
ɹ ˈæ s p	ɹ ˈæ s p t	20	rasp	rasped	∅ -> t	regular	NA	ɹˈæsp	ɹˈæspt
ɹ ɪ s ˈɪ n d	ɹ ɪ s ˈɪ n d ɨ d	20	rescind	rescinded	∅ -> ɨ d	regular	NA	ɹɪsˈɪnd	ɹɪsˈɪndɨd
ɹ ˈɪ f ə l	ɹ ˈɪ f ə l d	20	riffle	riffled	∅ -> d	regular	NA	ɹˈɪfəl	ɹˈɪfəld
ɹ ˈʌ t	ɹ ˈʌ t ɨ d	20	rut	rutted	∅ -> ɨ d	regular	NA	ɹˈʌt	ɹˈʌtɨd
s ˈæ ŋ k t ɪ f aɪ	s ˈæ ŋ k t ɪ f aɪ d	20	sanctify	sanctified	∅ -> d	regular	NA	sˈæŋktɪfY	sˈæŋktɪfYd
s k ˈʌ l p tʃ ɚ	s k ˈʌ l p tʃ ɚ d	20	sculpture	sculptured	∅ -> d	regular	NA	skˈʌlpCɚ	skˈʌlpCɚd
ʃ ˈu	ʃ ˈu d	20	shoe	shod	∅ -> d	regular	NA	ʃˈu	ʃˈud
s p ˈa ɹ	s p ˈa ɹ d	20	spar	sparred	∅ -> d	regular	NA	spˈaɹ	spˈaɹd
s t ˈɛ n s ə l	s t ˈɛ n s ə l d	20	stencil	stencilled	∅ -> d	regular	NA	stˈɛnsəl	stˈɛnsəld
t ˈa ɹ	t ˈa ɹ d	20	tar	tarred	∅ -> d	regular	NA	tˈaɹ	tˈaɹd
t w ˈi k	t w ˈi k t	20	tweak	tweaked	∅ -> t	regular	NA	twˈik	twˈikt
ˈɝ b ə n aɪ z	ˈɝ b ə n aɪ z d	20	urbanize	urbanized	∅ -> d	regular	NA	ˈɝbənYz	ˈɝbənYzd
v ˈæ k j u m	v ˈæ k j u m d	20	vacuum	vacuumed	∅ -> d	regular	NA	vˈækjum	vˈækjumd
ɹ ˈi ð	ɹ ˈi ð d	20	wreathe	wreathed	∅ -> d	regular	NA	ɹˈið	ɹˈiðd
ə b d ˈʌ k t	ə b d ˈʌ k t ɨ d	19	abduct	abducted	∅ -> ɨ d	regular	NA	əbdˈʌkt	əbdˈʌktɨd
k ˈæ p t ɪ n	k ˈæ p t ɪ n d	19	captain	captained	∅ -> d	regular	NA	kˈæptɪn	kˈæptɪnd
k ə k ˈu n	k ə k ˈu n d	19	cocoon	cocooned	∅ -> d	regular	NA	kəkˈun	kəkˈund
k ˈa d ɪ f aɪ	k ˈa d ɪ f aɪ d	19	codify	codified	∅ -> d	regular	NA	kˈadɪfY	kˈadɪfYd
d ˈæ m	d ˈæ m d	19	dam	dammed	∅ -> d	regular	NA	dˈæm	dˈæmd
d ˈɪ g n ɪ f aɪ	d ˈɪ g n ɪ f aɪ d	19	dignify	dignified	∅ -> d	regular	NA	dˈɪgnɪfY	dˈɪgnɪfYd
d ˈoʊ p	d ˈoʊ p t	19	dope	doped	∅ -> t	regular	NA	dˈop	dˈopt
ɪ n θ ˈu z	ɪ n θ ˈu z d	19	enthuse	enthused	∅ -> d	regular	NA	ɪnθˈuz	ɪnθˈuzd
ɪ v ˈɪ n s	ɪ v ˈɪ n s t	19	evince	evinced	∅ -> t	regular	NA	ɪvˈɪns	ɪvˈɪnst
ɪ k s k ɹ ˈi t	ɪ k s k ɹ ˈi t ɨ d	19	excrete	excreted	∅ -> ɨ d	regular	NA	ɪkskɹˈit	ɪkskɹˈitɨd
f ɹ ˈa l ɪ k	f ɹ ˈa l ɪ k t	19	frolic	frolicked	∅ -> t	regular	NA	fɹˈalɪk	fɹˈalɪkt
f ˈʌ n ə l	f ˈʌ n ə l d	19	funnel	funnelled	∅ -> d	regular	NA	fˈʌnəl	fˈʌnəld
g ˈa g ə l	g ˈa g ə l d	19	goggle	goggled	∅ -> d	regular	NA	gˈagəl	gˈagəld
g ˈoʊ ɹ	g ˈoʊ ɹ d	19	gore	gored	∅ -> d	regular	NA	gˈoɹ	gˈoɹd
g ɹ ˈeɪ s	g ɹ ˈeɪ s t	19	grace	graced	∅ -> t	regular	NA	gɹˈes	gɹˈest
g ʌ f ˈɔ	g ʌ f ˈɔ d	19	guffaw	guffawed	∅ -> d	regular	NA	gʌfˈɔ	gʌfˈɔd
h ˈa ɹ m ə n aɪ z	h ˈa ɹ m ə n aɪ z d	19	harmonize	harmonized	∅ -> d	regular	NA	hˈaɹmənYz	hˈaɹmənYzd
ˈɪ n k ʌ l k eɪ t	ˈɪ n k ʌ l k eɪ t ɨ d	19	inculcate	inculcated	∅ -> ɨ d	regular	NA	ˈɪnkʌlket	ˈɪnkʌlketɨd
ˈaʊ t	ˈaʊ t ɨ d	19	out	outed	∅ -> ɨ d	regular	NA	ˈWt	ˈWtɨd
p ˈeɪ l	p ˈeɪ l d	19	pale	paled	∅ -> d	regular	NA	pˈel	pˈeld
p ˈa ɹ t n ɚ	p ˈa ɹ t n ɚ d	19	partner	partnered	∅ -> d	regular	NA	pˈaɹtnɚ	pˈaɹtnɚd
p ə l ˈɪ t ɪ s aɪ z	p ə l ˈɪ t ɪ s aɪ z d	19	politicize	politicized	∅ -> d	regular	NA	pəlˈɪtɪsYz	pəlˈɪtɪsYzd
p ˈʌ l p	p ˈʌ l p t	19	pulp	pulped	∅ -> t	regular	NA	pˈʌlp	pˈʌlpt
ɹ ɪ k ˈu p ə ɹ eɪ t	ɹ ɪ k ˈu p ə ɹ eɪ t ɨ d	19	recuperate	recuperated	∅ -> ɨ d	regular	NA	ɹɪkˈupəɹet	ɹɪkˈupəɹetɨd
ɹ ˈeɪ n	ɹ ˈeɪ n d	19	rein	reined	∅ -> d	regular	NA	ɹˈen	ɹˈend
ɹ ɪ p ɹ ˈi v	ɹ ɪ p ɹ ˈi v d	19	reprieve	reprieved	∅ -> d	regular	NA	ɹɪpɹˈiv	ɹɪpɹˈivd
ɹ ɪ v ˈaɪ l	ɹ ɪ v ˈaɪ l d	19	revile	reviled	∅ -> d	regular	NA	ɹɪvˈYl	ɹɪvˈYld
ɹ ˈaɪ m	ɹ ˈaɪ m d	19	rhyme	rhymed	∅ -> d	regular	NA	ɹˈYm	ɹˈYmd
ʃ ˈʌ t ə l	ʃ ˈʌ t ə l d	19	shuttle	shuttled	∅ -> d	regular	NA	ʃˈʌtəl	ʃˈʌtəld
s k ˈɪ m p	s k ˈɪ m p t	19	skimp	skimped	∅ -> t	regular	NA	skˈɪmp	skˈɪmpt
s l ˈu	s l ˈu d	19	slew	slewed	∅ -> d	regular	NA	slˈu	slˈud
s n ˈeɪ ɹ	s n ˈeɪ ɹ d	19	snare	snared	∅ -> d	regular	NA	snˈeɹ	snˈeɹd
s ˈoʊ l dʒ ɚ	s ˈoʊ l dʒ ɚ d	19	soldier	soldiered	∅ -> d	regular	NA	sˈolJɚ	sˈolJɚd
s ˈʌ b dʒ ə g eɪ t	s ˈʌ b dʒ ə g eɪ t ɨ d	19	subjugate	subjugated	∅ -> ɨ d	regular	NA	sˈʌbJəget	sˈʌbJəgetɨd
s ˈʌ n	s ˈʌ n d	19	sun	sunned	∅ -> d	regular	NA	sˈʌn	sˈʌnd
t ˈɛ n ə n t	t ˈɛ n ə n t ɨ d	19	tenant	tenanted	∅ -> ɨ d	regular	NA	tˈɛnənt	tˈɛnəntɨd
t ˈu t	t ˈu t ɨ d	19	toot	tooted	∅ -> ɨ d	regular	NA	tˈut	tˈutɨd
ˈæ t ɹ ə f i	ˈæ t ɹ ə f i d	18	atrophy	atrophied	∅ -> d	regular	NA	ˈætɹəfi	ˈætɹəfid
ɔ d ˈɪ ʃ ə n	ɔ d ˈɪ ʃ ə n d	18	audition	auditioned	∅ -> d	regular	NA	ɔdˈɪʃən	ɔdˈɪʃənd
b ə l ˈu n	b ə l ˈu n d	18	balloon	ballooned	∅ -> d	regular	NA	bəlˈun	bəlˈund
b l ˈʌ d	b l ˈʌ d ɨ d	18	blood	blooded	∅ -> ɨ d	regular	NA	blˈʌd	blˈʌdɨd
b ɹ ˈʊ k	b ɹ ˈʊ k t	18	brook	brooked	∅ -> t	regular	NA	bɹˈʊk	bɹˈʊkt
k ə ɹ ˈi n	k ə ɹ ˈi n d	18	careen	careened	∅ -> d	regular	NA	kəɹˈin	kəɹˈind
tʃ ˈɝ p	tʃ ˈɝ p t	18	chirp	chirped	∅ -> t	regular	NA	Cˈɝp	Cˈɝpt
tʃ ˈɪ z ə l	tʃ ˈɪ z ə l d	18	chisel	chiselled	∅ -> d	regular	NA	Cˈɪzəl	Cˈɪzəld
k ˈa d ə l	k ˈa d ə l d	18	coddle	coddled	∅ -> d	regular	NA	kˈadəl	kˈadəld
