# Google doc
lemma_ipa	past_ipa	celex_freq	lemma_orth	past_orth	past_type	past_type2	notes	lemma_orig	past_orig
d ˈaʊ n g ɹ eɪ d	d ˈaʊ n g ɹ eɪ d ə d	17	downgrade	downgraded	∅ -> ɪ d	regular	NA	dČWngred	dČWngredŤd
ɪ l ˈoʊ p	ɪ l ˈoʊ p t	17	elope	eloped	∅ -> t	regular	NA	IlČop	IlČopt
ɪ k s p ˈa s tʃ ʊ l eɪ t	ɪ k s p ˈa s tʃ ʊ l eɪ t ə d	17	expostulate	expostulated	∅ -> ɪ d	regular	NA	IkspČasCUlet	IkspČasCUletŤd
ɛ k s p ɹ ˈoʊ p ɹ i eɪ t	ɛ k s p ɹ ˈoʊ p ɹ i eɪ t ə d	17	expropriate	expropriated	∅ -> ɪ d	regular	NA	EksprČopriet	EksprČoprietŤd
ɪ k s t ɹ ˈæ p ə l eɪ t	ɪ k s t ɹ ˈæ p ə l eɪ t ə d	17	extrapolate	extrapolated	∅ -> ɪ d	regular	NA	IkstrČQpŤlet	IkstrČQpŤletŤd
ɪ g z ˈʌ l t	ɪ g z ˈʌ l t ə d	17	exult	exulted	∅ -> ɪ d	regular	NA	IgzČĂlt	IgzČĂltŤd
f ˈa ð ɚ	f ˈa ð ɚ d	17	father	fathered	∅ -> d	regular	NA	fČaDŐ	fČaDŐd
f ˈɪ z	f ˈɪ z d	17	fizz	fizzed	∅ -> d	regular	NA	fČIz	fČIzd
f l ˈʌ ŋ k	f l ˈʌ ŋ k t	17	flunk	flunked	∅ -> t	regular	NA	flČĂNk	flČĂNkt
f ˈʌ dʒ	f ˈʌ dʒ d	17	fudge	fudged	∅ -> d	regular	NA	fČĂJ	fČĂJd
f ˈɚ	f ˈɚ d	17	fur	furred	∅ -> d	regular	NA	fČŐ	fČŐd
g ˈa ɹ n ɚ	g ˈa ɹ n ɚ d	17	garner	garnered	∅ -> d	regular	NA	gČarnŐ	gČarnŐd
h ˈɛ d l aɪ n	h ˈɛ d l aɪ n d	17	headline	headlined	∅ -> d	regular	NA	hČEdlYn	hČEdlYnd
h ˈaɪ b ɚ n eɪ t	h ˈaɪ b ɚ n eɪ t ə d	17	hibernate	hibernated	∅ -> ɪ d	regular	NA	hČYbŐnet	hČYbŐnetŤd
h ˈaɪ dʒ æ k	h ˈaɪ dʒ æ k t	17	hijack	hijacked	∅ -> t	regular	NA	hČYJQk	hČYJQkt
ɪ m p ˈeɪ ɹ ə l	ɪ m p ˈeɪ ɹ ə l d	17	imperil	imperilled	∅ -> d	regular	NA	ImpČerŤl	ImpČerŤld
ɪ n ˈa k j ʊ l eɪ t	ɪ n ˈa k j ʊ l eɪ t ə d	17	inoculate	inoculated	∅ -> ɪ d	regular	NA	InČakjUlet	InČakjUletŤd
ɪ n t ɚ w ˈi v	ɪ n t ɚ w ˈoʊ v	17	interweave	interwove	i -> o	irregular	NA	IntŐwČiv	IntŐwČov
l ˈæ s ə ɹ eɪ t	l ˈæ s ə ɹ eɪ t ə d	17	lacerate	lacerated	∅ -> ɪ d	regular	NA	lČQsŤret	lČQsŤretŤd
m ˈʌ d i	m ˈʌ d i d	17	muddy	muddied	∅ -> d	regular	NA	mČĂdi	mČĂdid
oʊ v ɚ tʃ ˈa ɹ dʒ	oʊ v ɚ tʃ ˈa ɹ dʒ d	17	overcharge	overcharged	∅ -> d	regular	NA	ovŐCČarJ	ovŐCČarJd
p ˈaɪ l ə t	p ˈaɪ l ə t ə d	17	pilot	piloted	∅ -> ɪ d	regular	NA	pČYlŤt	pČYlŤtŤd
p ˈa s tʃ ɚ	p ˈa s tʃ ɚ d	17	posture	postured	∅ -> d	regular	NA	pČasCŐ	pČasCŐd
p ɹ ˈɛ f ɪ s	p ɹ ˈɛ f ɪ s t	17	preface	prefaced	∅ -> t	regular	NA	prČEfIs	prČEfIst
p ɹ ˈɛ s ɪ dʒ	p ɹ ˈɛ s ɪ dʒ d	17	presage	presaged	∅ -> d	regular	NA	prČEsIJ	prČEsIJd
ɹ ˈu m	ɹ ˈu m d	17	room	roomed	∅ -> d	regular	NA	rČum	rČumd
ʃ ˈi ð	ʃ ˈi ð d	17	sheathe	sheathed	∅ -> d	regular	NA	SČiD	SČiDd
s w ˈa t	s w ˈa t ə d	17	swat	swatted	∅ -> ɪ d	regular	NA	swČat	swČatŤd
t w ˈaɪ n	t w ˈaɪ n d	17	twine	twined	∅ -> d	regular	NA	twČYn	twČYnd
v ˈɛ n d	v ˈɛ n d ə d	17	vend	vended	∅ -> ɪ d	regular	NA	vČEnd	vČEndŤd
w ˈɪ n oʊ	w ˈɪ n oʊ d	17	winnow	winnowed	∅ -> d	regular	NA	wČIno	wČInod
z ˈæ p	z ˈæ p t	17	zap	zapped	∅ -> t	regular	NA	zČQp	zČQpt
z ˈɪ g z æ g	z ˈɪ g z æ g d	17	zigzag	zigzagged	∅ -> d	regular	NA	zČIgzQg	zČIgzQgd
ə s ˈɛ n t	ə s ˈɛ n t ə d	16	assent	assented	∅ -> ɪ d	regular	NA	ŤsČEnt	ŤsČEntŤd
ə t ˈaɪ ɚ	ə t ˈaɪ ɚ d	16	attire	attired	∅ -> d	regular	NA	ŤtČYŐ	ŤtČYŐd
ˈɔ d ɪ t	ˈɔ d ɪ t ə d	16	audit	audited	∅ -> ɪ d	regular	NA	ČdIt	ČdItŤd
ɔ θ ˈɛ n t ɪ k eɪ t	ɔ θ ˈɛ n t ɪ k eɪ t ə d	16	authenticate	authenticated	∅ -> ɪ d	regular	NA	TČEntIket	TČEntIketŤd
b ˈi tʃ	b ˈi tʃ t	16	beach	beached	∅ -> t	regular	NA	bČiC	bČiCt
b aɪ s ˈɛ k t	b aɪ s ˈɛ k t ə d	16	bisect	bisected	∅ -> ɪ d	regular	NA	bYsČEkt	bYsČEktŤd
b l ˈʌ s t ɚ	b l ˈʌ s t ɚ d	16	bluster	blustered	∅ -> d	regular	NA	blČĂstŐ	blČĂstŐd
b ˈa g ə l	b ˈa g ə l d	16	boggle	boggled	∅ -> d	regular	NA	bČagŤl	bČagŤld
b ˈa k s	b ˈa k s t	16	box	boxed	∅ -> t	regular	NA	bČaks	bČakst
b ˈʌ m	b ˈʌ m d	16	bum	bummed	∅ -> d	regular	NA	bČĂm	bČĂmd
k ˈæ p t ɪ v eɪ t	k ˈæ p t ɪ v eɪ t ə d	16	captivate	captivated	∅ -> ɪ d	regular	NA	kČQptIvet	kČQptIvetŤd
k ə ɹ ˈi ɹ	k ə ɹ ˈi ɹ d	16	career	careered	∅ -> d	regular	NA	kŤrČir	kŤrČird
k ˈæ s t ɪ g eɪ t	k ˈæ s t ɪ g eɪ t ə d	16	castigate	castigated	∅ -> ɪ d	regular	NA	kČQstIget	kČQstIgetŤd
s ˈi d	s ˈi d ə d	16	cede	ceded	∅ -> ɪ d	regular	NA	sČid	sČidŤd
tʃ ˈi p ə n	tʃ ˈi p ə n d	16	cheapen	cheapened	∅ -> d	regular	NA	CČipŤn	CČipŤnd
k l ˈoʊ k	k l ˈoʊ k t	16	cloak	cloaked	∅ -> t	regular	NA	klČok	klČokt
k l ˈa z ɪ t	k l ˈa z ɪ t ə d	16	closet	closeted	∅ -> ɪ d	regular	NA	klČazIt	klČazItŤd
k ˈoʊ l	k ˈoʊ l d	16	coal	coaled	∅ -> d	regular	NA	kČol	kČold
k ˈoʊ ɹ s ə n	k ˈoʊ ɹ s ə n d	16	coarsen	coarsened	∅ -> d	regular	NA	kČorsŤn	kČorsŤnd
k aʊ n t ɚ v ˈeɪ l	k aʊ n t ɚ v ˈeɪ l d	16	countervail	countervailed	∅ -> d	regular	NA	kWntŐvČel	kWntŐvČeld
d ɪ k ˈæ n t	d ɪ k ˈæ n t ə d	16	decant	decanted	∅ -> ɪ d	regular	NA	dIkČQnt	dIkČQntŤd
d i f ɹ ˈɔ s t	d i f ɹ ˈɔ s t ə d	16	defrost	defrosted	∅ -> ɪ d	regular	NA	difrČst	difrČstŤd
d ɪ m ˈa k ɹ ə t aɪ z	d ɪ m ˈa k ɹ ə t aɪ z d	16	democratize	democratized	∅ -> d	regular	NA	dImČakrŤtYz	dImČakrŤtYzd
d ˈɛ p ɹ ɪ k eɪ t	d ˈɛ p ɹ ɪ k eɪ t ə d	16	deprecate	deprecated	∅ -> ɪ d	regular	NA	dČEprIket	dČEprIketŤd
d ˈɛ s ɪ k eɪ t	d ˈɛ s ɪ k eɪ t ə d	16	desiccate	desiccated	∅ -> ɪ d	regular	NA	dČEsIket	dČEsIketŤd
d ˈaɪ s	d ˈaɪ s t	16	dice	diced	∅ -> t	regular	NA	dČYs	dČYst
d ɪ s ɪ n tʃ ˈæ n t	d ɪ s ɪ n tʃ ˈæ n t ə d	16	disenchant	disenchanted	∅ -> ɪ d	regular	NA	dIsInCČQnt	dIsInCČQntŤd
d ˈoʊ s	d ˈoʊ s t	16	dose	dosed	∅ -> t	regular	NA	dČos	dČost
d ˈʌ m f aʊ n d	d ˈʌ m f aʊ n d ə d	16	dumbfound	dumbfounded	∅ -> ɪ d	regular	NA	dČĂmfWnd	dČĂmfWndŤd
ɛ n k ˈoʊ d	ɛ n k ˈoʊ d ə d	16	encode	encoded	∅ -> ɪ d	regular	NA	EnkČod	EnkČodŤd
ɛ s ˈeɪ	ɛ s ˈeɪ d	16	essay	essayed	∅ -> d	regular	NA	EsČe	EsČed
ɛ k s ˈaɪ z	ɛ k s ˈaɪ z d	16	excise	excised	∅ -> d	regular	NA	EksČYz	EksČYzd
f ˈa ɹ t	f ˈa ɹ t ə d	16	fart	farted	∅ -> ɪ d	regular	NA	fČart	fČartŤd
f ˈɛ t ɚ	f ˈɛ t ɚ d	16	fetter	fettered	∅ -> d	regular	NA	fČEtŐ	fČEtŐd
f ˈoʊ ɹ s f i d	f ˈoʊ ɹ s f ɛ d	16	force-feed	force-fed	i -> ɛ	irregular	NA	fČorsfid	fČorsfEd
g ɹ ˈæ v ə l	g ɹ ˈæ v ə l d	16	gravel	gravelled	∅ -> d	regular	NA	grČQvŤl	grČQvŤld
h ˈa g	h ˈa g d	16	hog	hogged	∅ -> d	regular	NA	hČag	hČagd
h ˈʊ d w ɪ ŋ k	h ˈʊ d w ɪ ŋ k t	16	hoodwink	hoodwinked	∅ -> t	regular	NA	hČUdwINk	hČUdwINkt
ɪ m ˈoʊ ɹ t ə l aɪ z	ɪ m ˈoʊ ɹ t ə l aɪ z d	16	immortalize	immortalized	∅ -> d	regular	NA	ImČortŤlYz	ImČortŤlYzd
ɪ n k ˈa ɹ s ɚ eɪ t	ɪ n k ˈa ɹ s ɚ eɪ t ə d	16	incarcerate	incarcerated	∅ -> ɪ d	regular	NA	InkČarsŐet	InkČarsŐetŤd
ɪ n g ɹ ˈeɪ ʃ i eɪ t	ɪ n g ɹ ˈeɪ ʃ i eɪ t ə d	16	ingratiate	ingratiated	∅ -> ɪ d	regular	NA	IngrČeSiet	IngrČeSietŤd
dʒ ˈæ b ɚ	dʒ ˈæ b ɚ d	16	jabber	jabbered	∅ -> d	regular	NA	JČQbŐ	JČQbŐd
k ˈi	k ˈi d	16	key	keyed	∅ -> d	regular	NA	kČi	kČid
n ˈaɪ t	n ˈaɪ t ə d	16	knight	knighted	∅ -> ɪ d	regular	NA	nČYt	nČYtŤd
l ˈɔ d	l ˈɔ d ə d	16	laud	lauded	∅ -> ɪ d	regular	NA	lČd	lČdŤd
ˈɔ s ɪ f aɪ	ˈɔ s ɪ f aɪ d	16	ossify	ossified	∅ -> d	regular	NA	ČsIfY	ČsIfYd
oʊ v ɚ p ˈeɪ	oʊ v ɚ p ˈeɪ d	16	overpay	overpaid	∅ -> d	regular	NA	ovŐpČe	ovŐpČed
oʊ v ɚ s t ˈɛ p	oʊ v ɚ s t ˈɛ p t	16	overstep	overstepped	∅ -> t	regular	NA	ovŐstČEp	ovŐstČEpt
p l ˈʌ m	p l ˈʌ m d	16	plumb	plumbed	∅ -> d	regular	NA	plČĂm	plČĂmd
p ˈoʊ l	p ˈoʊ l d	16	pole	poled	∅ -> d	regular	NA	pČol	pČold
p ɹ ˈa m ə l g eɪ t	p ɹ ˈa m ə l g eɪ t ə d	16	promulgate	promulgated	∅ -> ɪ d	regular	NA	prČamŤlget	prČamŤlgetŤd
p ɹ ˈa s p ɛ k t	p ɹ ˈa s p ɛ k t ə d	16	prospect	prospected	∅ -> ɪ d	regular	NA	prČaspEkt	prČaspEktŤd
ɹ ˈeɪ d i oʊ	ɹ ˈeɪ d i oʊ d	16	radio	radioed	∅ -> d	regular	NA	rČedio	rČediod
ɹ i f ˈoʊ ɹ m	ɹ i f ˈoʊ ɹ m d	16	re-form	re-formed	∅ -> d	regular	NA	rifČorm	rifČormd
ɹ ˈɛ dʒ ɪ m ɛ n t	ɹ ˈɛ dʒ ɪ m ɛ n t ə d	16	regiment	regimented	∅ -> ɪ d	regular	NA	rČEJImEnt	rČEJImEntŤd
ɹ ˈoʊ b	ɹ ˈoʊ b d	16	robe	robed	∅ -> d	regular	NA	rČob	rČobd
ɹ ˈʌ f ə n	ɹ ˈʌ f ə n d	16	roughen	roughened	∅ -> d	regular	NA	rČĂfŤn	rČĂfŤnd
s ˈæ t ɚ aɪ z	s ˈæ t ɚ aɪ z d	16	satirize	satirized	∅ -> d	regular	NA	sČQtŐYz	sČQtŐYzd
s ɛ n t ɪ m ˈɛ n t ə l aɪ z	s ɛ n t ɪ m ˈɛ n t ə l aɪ z d	16	sentimentalize	sentimentalized	∅ -> d	regular	NA	sEntImČEntŤlYz	sEntImČEntŤlYzd
s l ˈɚ p	s l ˈɚ p t	16	slurp	slurped	∅ -> t	regular	NA	slČŐp	slČŐpt
s n ˈɪ k ɚ	s n ˈɪ k ɚ d	16	snicker	snickered	∅ -> d	regular	NA	snČIkŐ	snČIkŐd
s p ˈu k	s p ˈu k t	16	spook	spooked	∅ -> t	regular	NA	spČuk	spČukt
s t ˈʌ m ə k	s t ˈʌ m ə k t	16	stomach	stomached	∅ -> t	regular	NA	stČĂmŤk	stČĂmŤkt
s t ɹ ˈæ t ɪ f aɪ	s t ɹ ˈæ t ɪ f aɪ d	16	stratify	stratified	∅ -> d	regular	NA	strČQtIfY	strČQtIfYd
s ˈʌ b	s ˈʌ b d	16	sub	subbed	∅ -> d	regular	NA	sČĂb	sČĂbd
t ɹ æ n z ˈæ k t	t ɹ æ n z ˈæ k t ə d	16	transact	transacted	∅ -> ɪ d	regular	NA	trQnzČQkt	trQnzČQktŤd
ʌ n b ˈæ l ə n s	ʌ n b ˈæ l ə n s t	16	unbalance	unbalanced	∅ -> t	regular	NA	ĂnbČQlŤns	ĂnbČQlŤnst
v eɪ k ˈeɪ ʃ ə n	v eɪ k ˈeɪ ʃ ə n d	16	vacation	vacationed	∅ -> d	regular	NA	vekČeSŤn	vekČeSŤnd
ə b ˈæ ʃ	ə b ˈæ ʃ t	15	abash	abashed	∅ -> t	regular	NA	ŤbČQS	ŤbČQSt
ə b ɹ ˈɪ dʒ	ə b ɹ ˈɪ dʒ d	15	abridge	abridged	∅ -> d	regular	NA	ŤbrČIJ	ŤbrČIJd
ə dʒ ˈʌ dʒ	ə dʒ ˈʌ dʒ d	15	adjudge	adjudged	∅ -> d	regular	NA	ŤJČĂJ	ŤJČĂJd
ˈeɪ ɹ eɪ t	ˈeɪ ɹ eɪ t ə d	15	aerate	aerated	∅ -> ɪ d	regular	NA	Čeret	ČeretŤd
ˈæ n oʊ t eɪ t	ˈæ n oʊ t eɪ t ə d	15	annotate	annotated	∅ -> ɪ d	regular	NA	ČQnotet	ČQnotetŤd
ə p ɹ ˈɛ n t ɪ s	ə p ɹ ˈɛ n t ɪ s t	15	apprentice	apprenticed	∅ -> t	regular	NA	ŤprČEntIs	ŤprČEntIst
ə t ˈoʊ n	ə t ˈoʊ n d	15	atone	atoned	∅ -> d	regular	NA	ŤtČon	ŤtČond
b ˈæ ŋ k ɹ ʌ p t	b ˈæ ŋ k ɹ ʌ p t ə d	15	bankrupt	bankrupted	∅ -> ɪ d	regular	NA	bČQNkrĂpt	bČQNkrĂptŤd
b ɪ l ˈeɪ	b ɪ l ˈeɪ d	15	belay	belayed	∅ -> d	regular	NA	bIlČe	bIlČed
b ɪ m ˈoʊ n	b ɪ m ˈoʊ n d	15	bemoan	bemoaned	∅ -> d	regular	NA	bImČon	bImČond
b ɹ ˈɔɪ l	b ɹ ˈɔɪ l d	15	broil	broiled	∅ -> d	regular	NA	brČOl	brČOld
b ˈɚ b ə l	b ˈɚ b ə l d	15	burble	burbled	∅ -> d	regular	NA	bČŐbŤl	bČŐbŤld
tʃ æ s t ˈaɪ z	tʃ æ s t ˈaɪ z d	15	chastise	chastised	∅ -> d	regular	NA	CQstČYz	CQstČYzd
k l ˈaɪ m æ k s	k l ˈaɪ m æ k s t	15	climax	climaxed	∅ -> t	regular	NA	klČYmQks	klČYmQkst
k l ˈaʊ t	k l ˈaʊ t ə d	15	clout	clouted	∅ -> ɪ d	regular	NA	klČWt	klČWtŤd
k ə m ˈɚ ʃ ə l aɪ z	k ə m ˈɚ ʃ ə l aɪ z d	15	commercialize	commercialized	∅ -> d	regular	NA	kŤmČŐSŤlYz	kŤmČŐSŤlYzd
k ə n ˈaɪ v	k ə n ˈaɪ v d	15	connive	connived	∅ -> d	regular	NA	kŤnČYv	kŤnČYvd
k ɹ ˈi m eɪ t	k ɹ ˈi m eɪ t ə d	15	cremate	cremated	∅ -> ɪ d	regular	NA	krČimet	krČimetŤd
d ɪ f ˈɔ l t	d ɪ f ˈɔ l t ə d	15	default	defaulted	∅ -> ɪ d	regular	NA	dIfČlt	dIfČltŤd
d ˈɚ t i	d ˈɚ t i d	15	dirty	dirtied	∅ -> d	regular	NA	dČŐti	dČŐtid
d ɪ s b ˈɚ s	d ɪ s b ˈɚ s t	15	disburse	disbursed	∅ -> t	regular	NA	dIsbČŐs	dIsbČŐst
d ɪ s ˈa n ɚ	d ɪ s ˈa n ɚ d	15	dishonour	dishonoured	∅ -> d	regular	NA	dIsČanŐ	dIsČanŐd
d ɪ s ɪ n f ˈɛ k t	d ɪ s ɪ n f ˈɛ k t ə d	15	disinfect	disinfected	∅ -> ɪ d	regular	NA	dIsInfČEkt	dIsInfČEktŤd
d ɪ s p ˈoʊ ɹ t	d ɪ s p ˈoʊ ɹ t ə d	15	disport	disported	∅ -> ɪ d	regular	NA	dIspČort	dIspČortŤd
d ˈɪ s t ə n s	d ˈɪ s t ə n s t	15	distance	distanced	∅ -> t	regular	NA	dČIstŤns	dČIstŤnst
ˈɛ g z ɪ t	ˈɛ g z ɪ t ə d	15	exit	exited	∅ -> ɪ d	regular	NA	ČEgzIt	ČEgzItŤd
f l ˈæ b ɚ g æ s t	f l ˈæ b ɚ g æ s t ə d	15	flabbergast	flabbergasted	∅ -> ɪ d	regular	NA	flČQbŐgQst	flČQbŐgQstŤd
f l ˈoʊ ɹ	f l ˈoʊ ɹ d	15	floor	floored	∅ -> d	regular	NA	flČor	flČord
f l ˈaʊ n s	f l ˈaʊ n s t	15	flounce	flounced	∅ -> t	regular	NA	flČWns	flČWnst
f ˈoʊ ɹ d	f ˈoʊ ɹ d ə d	15	ford	forded	∅ -> ɪ d	regular	NA	fČord	fČordŤd
f ˈɚ l	f ˈɚ l d	15	furl	furled	∅ -> d	regular	NA	fČŐl	fČŐld
g ɹ ˈæ n j ʊ l eɪ t	g ɹ ˈæ n j ʊ l eɪ t ə d	15	granulate	granulated	∅ -> ɪ d	regular	NA	grČQnjUlet	grČQnjUletŤd
g ɹ ˈʌ dʒ	g ɹ ˈʌ dʒ d	15	grudge	grudged	∅ -> d	regular	NA	grČĂJ	grČĂJd
h ˈæ m s t ɹ ɪ ŋ	h ˈæ m s t ɹ ʌ ŋ	15	hamstring	hamstrung	ɪ -> ʌ	irregular	NA	hČQmstrIN	hČQmstrĂN
h ˈa ɹ t ə n	h ˈa ɹ t ə n d	15	hearten	heartened	∅ -> d	regular	NA	hČartŤn	hČartŤnd
h ˈɪ tʃ h aɪ k	h ˈɪ tʃ h aɪ k t	15	hitchhike	hitchhiked	∅ -> t	regular	NA	hČIChYk	hČIChYkt
h ˈaɪ v	h ˈaɪ v d	15	hive	hived	∅ -> d	regular	NA	hČYv	hČYvd
h ˈoʊ n	h ˈoʊ n d	15	hone	honed	∅ -> d	regular	NA	hČon	hČond
ˈɪ n d ɛ k s	ˈɪ n d ɛ k s t	15	index	indexed	∅ -> t	regular	NA	ČIndEks	ČIndEkst
ɪ n t ˈu ɪ t	ɪ n t ˈu ɪ t ə d	15	intuit	intuited	∅ -> ɪ d	regular	NA	IntČuIt	IntČuItŤd
dʒ ˈa k i	dʒ ˈa k i d	15	jockey	jockeyed	∅ -> d	regular	NA	JČaki	JČakid
m ˈɪ m i ə g ɹ æ f	m ˈɪ m i ə g ɹ æ f t	15	mimeograph	mimeographed	∅ -> t	regular	NA	mČImiŤgrQf	mČImiŤgrQft
m ɪ s b ɪ h ˈeɪ v	m ɪ s b ɪ h ˈeɪ v d	15	misbehave	misbehaved	∅ -> d	regular	NA	mIsbIhČev	mIsbIhČevd
m ˈɪ s t	m ˈɪ s t ə d	15	mist	misted	∅ -> ɪ d	regular	NA	mČIst	mČIstŤd
m ˈa t ə l	m ˈa t ə l d	15	mottle	mottled	∅ -> d	regular	NA	mČatŤl	mČatŤld
n ˈa tʃ	n ˈa tʃ t	15	notch	notched	∅ -> t	regular	NA	nČaC	nČaCt
ˈa b l ɪ g eɪ t	ˈa b l ɪ g eɪ t ə d	15	obligate	obligated	∅ -> ɪ d	regular	NA	ČablIget	ČablIgetŤd
p ˈɚ f ə ɹ eɪ t	p ˈɚ f ə ɹ eɪ t ə d	15	perforate	perforated	∅ -> ɪ d	regular	NA	pČŐfŤret	pČŐfŤretŤd
p ˈɪ ŋ	p ˈɪ ŋ d	15	ping	pinged	∅ -> d	regular	NA	pČIN	pČINd
p l ˈʌ m ɪ t	p l ˈʌ m ɪ t ə d	15	plummet	plummetted	∅ -> ɪ d	regular	NA	plČĂmIt	plČĂmItŤd
p ˈa t	p ˈa t ə d	15	pot	potted	∅ -> ɪ d	regular	NA	pČat	pČatŤd
p ɹ ə p ˈoʊ ɹ ʃ ə n	p ɹ ə p ˈoʊ ɹ ʃ ə n d	15	proportion	proportioned	∅ -> d	regular	NA	prŤpČorSŤn	prŤpČorSŤnd
p ɹ ˈɔ s ə l ɪ t aɪ z	p ɹ ˈɔ s ə l ɪ t aɪ z d	15	proselytize	proselytized	∅ -> d	regular	NA	prČsŤlItYz	prČsŤlItYzd
k w ˈɪ p	k w ˈɪ p t	15	quip	quipped	∅ -> t	regular	NA	kwČIp	kwČIpt
ɹ i l ˈoʊ k eɪ t	ɹ i l ˈoʊ k eɪ t ə d	15	relocate	relocated	∅ -> ɪ d	regular	NA	rilČoket	rilČoketŤd
ɹ i j ˈu z	ɹ i j ˈu z d	15	reuse	reused	∅ -> d	regular	NA	rijČuz	rijČuzd
ɹ i v ˈæ l j u	ɹ i v ˈæ l j u d	15	revalue	revalued	∅ -> d	regular	NA	rivČQlju	rivČQljud
ɹ ˈu m ɪ n eɪ t	ɹ ˈu m ɪ n eɪ t ə d	15	ruminate	ruminated	∅ -> ɪ d	regular	NA	rČumInet	rČumInetŤd
s ˈeɪ t	s ˈeɪ t ə d	15	sate	sated	∅ -> ɪ d	regular	NA	sČet	sČetŤd
s ˈaɪ ð	s ˈaɪ ð d	15	scythe	scythed	∅ -> d	regular	NA	sČYD	sČYDd
s ˈɛ k ə n d	s ˈɛ k ə n d ə d	15	second	seconded	∅ -> ɪ d	regular	NA	sČEkŤnd	sČEkŤndŤd
s ˈɛ n s ɪ t aɪ z	s ˈɛ n s ɪ t aɪ z d	15	sensitize	sensitized	∅ -> d	regular	NA	sČEnsItYz	sČEnsItYzd
ʃ ˈɪ p ɹ ɛ k	ʃ ˈɪ p ɹ ɛ k t	15	shipwreck	shipwrecked	∅ -> t	regular	NA	SČIprEk	SČIprEkt
s l ˈɪ m	s l ˈɪ m d	15	slim	slimmed	∅ -> d	regular	NA	slČIm	slČImd
s n ˈæ g	s n ˈæ g d	15	snag	snagged	∅ -> d	regular	NA	snČQg	snČQgd
s n ˈoʊ b ɔ l	s n ˈoʊ b ɔ l d	15	snowball	snowballed	∅ -> d	regular	NA	snČobl	snČobld
s ˈa ɹ oʊ	s ˈa ɹ oʊ d	15	sorrow	sorrowed	∅ -> d	regular	NA	sČaro	sČarod
s p ˈi ɹ ɪ t	s p ˈi ɹ ɪ t ə d	15	spirit	spirited	∅ -> ɪ d	regular	NA	spČirIt	spČirItŤd
s t ɹ ˈeɪ f	s t ɹ ˈeɪ f t	15	strafe	strafed	∅ -> t	regular	NA	strČef	strČeft
s t ɹ ˈʌ m	s t ɹ ˈʌ m d	15	strum	strummed	∅ -> d	regular	NA	strČĂm	strČĂmd
s ˈʌ l i	s ˈʌ l i d	15	sully	sullied	∅ -> d	regular	NA	sČĂli	sČĂlid
s w ˈɪ n d ə l	s w ˈɪ n d ə l d	15	swindle	swindled	∅ -> d	regular	NA	swČIndŤl	swČIndŤld
t ˈɛ n d ɚ	t ˈɛ n d ɚ d	15	tender	tendered	∅ -> d	regular	NA	tČEndŐ	tČEndŐd
t ɹ ˈaʊ n s	t ɹ ˈaʊ n s t	15	trounce	trounced	∅ -> t	regular	NA	trČWns	trČWnst
t ɹ ˈʌ ŋ k eɪ t	t ɹ ˈʌ ŋ k eɪ t ə d	15	truncate	truncated	∅ -> ɪ d	regular	NA	trČĂNket	trČĂNketŤd
j ˈu n j ə n aɪ z	j ˈu n j ə n aɪ z d	15	unionize	unionized	∅ -> d	regular	NA	jČunjŤnYz	jČunjŤnYzd
ʌ n t ˈæ ŋ g ə l	ʌ n t ˈæ ŋ g ə l d	15	untangle	untangled	∅ -> d	regular	NA	ĂntČQNgŤl	ĂntČQNgŤld
v ˈɚ b ə l aɪ z	v ˈɚ b ə l aɪ z d	15	verbalize	verbalized	∅ -> d	regular	NA	vČŐbŤlYz	vČŐbŤlYzd
w ˈæ ŋ g ə l	w ˈæ ŋ g ə l d	15	wangle	wangled	∅ -> d	regular	NA	wČQNgŤl	wČQNgŤld
w ˈɪ n t ɚ	w ˈɪ n t ɚ d	15	winter	wintered	∅ -> d	regular	NA	wČIntŐ	wČIntŐd
j ˈæ p	j ˈæ p t	15	yap	yapped	∅ -> t	regular	NA	jČQp	jČQpt
ˈæ d ə l	ˈæ d ə l d	14	addle	addled	∅ -> d	regular	NA	ČQdŤl	ČQdŤld
ə p ˈɛ n d	ə p ˈɛ n d ə d	14	append	appended	∅ -> ɪ d	regular	NA	ŤpČEnd	ŤpČEndŤd
ə p ɹ ˈaɪ z	ə p ɹ ˈaɪ z d	14	apprise	apprised	∅ -> d	regular	NA	ŤprČYz	ŤprČYzd
b ɪ f ˈʌ d ə l	b ɪ f ˈʌ d ə l d	14	befuddle	befuddled	∅ -> d	regular	NA	bIfČĂdŤl	bIfČĂdŤld
b ˈɛ l	b ˈɛ l d	14	bell	belled	∅ -> d	regular	NA	bČEl	bČEld
b l a k ˈeɪ d	b l a k ˈeɪ d ə d	14	blockade	blockaded	∅ -> ɪ d	regular	NA	blakČed	blakČedŤd
b l ˈʌ dʒ ə n	b l ˈʌ dʒ ə n d	14	bludgeon	bludgeoned	∅ -> d	regular	NA	blČĂJŤn	blČĂJŤnd
b ɹ ˈu t ə l aɪ z	b ɹ ˈu t ə l aɪ z d	14	brutalize	brutalized	∅ -> d	regular	NA	brČutŤlYz	brČutŤlYzd
tʃ ˈi k	tʃ ˈi k t	14	cheek	cheeked	∅ -> t	regular	NA	CČik	CČikt
k l ˈæ k	k l ˈæ k t	14	clack	clacked	∅ -> t	regular	NA	klČQk	klČQkt
