level_0	index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
51836	69724	ʊɪ d ɔ s ə	ʊɪ d ɔ s t ə	uitdossen	uitdosten	⋊ ʊ ɪ d ɔ s ə ⋉	⋊ ʊ ɪ d ɔ s t ə ⋉
51844	69735	v ə r m ɛɪ d ə	v ə r m eː d ə	vermijden	vermeden	⋊ v ə r m ɛ ɪ d ə ⋉	⋊ v ə r m eː d ə ⋉
51851	69748	p l ʊɪ m ə	p l ʊɪ m d ə	pluimen	pluimden	⋊ p l ʊ ɪ m ə ⋉	⋊ p l ʊ ɪ m d ə ⋉
51859	69757	s x ɪ k ə	s x ɪ k t ə	schikken	schikten	⋊ s x ɪ k ə ⋉	⋊ s x ɪ k t ə ⋉
51879	69787	r aː m ə	r aː m d ə	ramen	raamden	⋊ r aː m ə ⋉	⋊ r aː m d ə ⋉
51883	69791	ɪ n d r ʊ p ə l ə	ɪ n d r ʊ p ə l d ə	indruppelen	indruppelden	⋊ ɪ n d r ʊ p ə l ə ⋉	⋊ ɪ n d r ʊ p ə l d ə ⋉
51894	69810	ʊɪ t w aː s ə m ə	ʊɪ t w aː s ə m d ə	uitwasemen	uitwasemden	⋊ ʊ ɪ t w aː s ə m ə ⋉	⋊ ʊ ɪ t w aː s ə m d ə ⋉
51898	69816	ɑ f j aː p ə	ɑ f j aː p t ə	afjapen	afjaapten	⋊ ɑ f j aː p ə ⋉	⋊ ɑ f j aː p t ə ⋉
51903	69821	z ɛ n d ə	z ɔ n d ə	zenden	zonden	⋊ z ɛ n d ə ⋉	⋊ z ɔ n d ə ⋉
51918	69843	m eː z ɪ t ə	m eː z aː t ə	meezitten	meezaten	⋊ m eː z ɪ t ə ⋉	⋊ m eː z aː t ə ⋉
51921	69849	ɪ m b r ɔ k ə l ə	ɪ m b r ɔ k ə l d ə	inbrokkelen	inbrokkelden	⋊ ɪ m b r ɔ k ə l ə ⋉	⋊ ɪ m b r ɔ k ə l d ə ⋉
51924	69853	ɑ f s x ɪ t ə r ə	ɑ f s x ɪ t ə r d ə	afschitteren	afschitterden	⋊ ɑ f s x ɪ t ə r ə ⋉	⋊ ɑ f s x ɪ t ə r d ə ⋉
51928	69858	l ɔ s k ɔ p ə l ə	l ɔ s k ɔ p ə l d ə	loskoppelen	loskoppelden	⋊ l ɔ s k ɔ p ə l ə ⋉	⋊ l ɔ s k ɔ p ə l d ə ⋉
51948	69888	d oː r eː n w ɛ r k ə	d oː r eː n w ɛ r k t ə	dooreenwerken	dooreenwerkten	⋊ d oː r eː n w ɛ r k ə ⋉	⋊ d oː r eː n w ɛ r k t ə ⋉
51950	69890	ɑ s f ɑ l t eː r ə	ɑ s f ɑ l t eː r d ə	asfalteren	asfalteerden	⋊ ɑ s f ɑ l t eː r ə ⋉	⋊ ɑ s f ɑ l t eː r d ə ⋉
51967	69912	ɔ m k ɛɪ k ə	ɔ m k eː k ə	omkijken	omkeken	⋊ ɔ m k ɛ ɪ k ə ⋉	⋊ ɔ m k eː k ə ⋉
51977	69926	v ə r s ʊ k ə l ə	v ə r s ʊ k ə l d ə	versukkelen	versukkelden	⋊ v ə r s ʊ k ə l ə ⋉	⋊ v ə r s ʊ k ə l d ə ⋉
51991	69945	f ɑ s iː n eː r ə	f ɑ s iː n eː r d ə	fascineren	fascineerden	⋊ f ɑ s iː n eː r ə ⋉	⋊ f ɑ s iː n eː r d ə ⋉
52001	69958	ɔ n t k ʊ r k ə	ɔ n t k ʊ r k t ə	ontkurken	ontkurkten	⋊ ɔ n t k ʊ r k ə ⋉	⋊ ɔ n t k ʊ r k t ə ⋉
52002	69959	p ʊɪ l ə	p ʊɪ l d ə	puilen	puilden	⋊ p ʊ ɪ l ə ⋉	⋊ p ʊ ɪ l d ə ⋉
52015	69975	ɔ n t m uː d ə ɣ ə	ɔ n t m uː d ə ɣ d ə	ontmoedigen	ontmoedigden	⋊ ɔ n t m uː d ə ɣ ə ⋉	⋊ ɔ n t m uː d ə ɣ d ə ⋉
52030	69999	t ə r ʊ x p l aː t s ə	t ə r ʊ x p l aː t s t ə	terugplaatsen	terugplaatsten	⋊ t ə r ʊ x p l aː t s ə ⋉	⋊ t ə r ʊ x p l aː t s t ə ⋉
52033	70003	v ə r k ʊɪ l ə	v ə r k ʊɪ l d ə	verkuilen	verkuilden	⋊ v ə r k ʊ ɪ l ə ⋉	⋊ v ə r k ʊ ɪ l d ə ⋉
52034	70004	ɔ n t x ɑ s ə	ɔ n t x ɑ s t ə	ontgassen	ontgasten	⋊ ɔ n t x ɑ s ə ⋉	⋊ ɔ n t x ɑ s t ə ⋉
52040	70012	h ɑ r m oː n iː z eː r ə	h ɑ r m oː n iː z eː r d ə	harmoniseren	harmoniseerden	⋊ h ɑ r m oː n iː z eː r ə ⋉	⋊ h ɑ r m oː n iː z eː r d ə ⋉
52048	70022	x l yː r ə	x l yː r d ə	gluren	gluurden	⋊ x l yː r ə ⋉	⋊ x l yː r d ə ⋉
52066	70048	t uː ɣ r uː j ə	t uː ɣ r uː j d ə	toegroeien	toegroeiden	⋊ t uː ɣ r uː j ə ⋉	⋊ t uː ɣ r uː j d ə ⋉
52069	70051	t uː p l oː j ə	t uː p l oː j d ə	toeplooien	toeplooiden	⋊ t uː p l oː j ə ⋉	⋊ t uː p l oː j d ə ⋉
52073	70056	b ə l oː n ə	b ə l oː n d ə	belonen	beloonden	⋊ b ə l oː n ə ⋉	⋊ b ə l oː n d ə ⋉
52087	70074	d ɪ ɣ d r aː j ə	d ɪ ɣ d r aː j d ə	dichtdraaien	dichtdraaiden	⋊ d ɪ ɣ d r aː j ə ⋉	⋊ d ɪ ɣ d r aː j d ə ⋉
52105	70102	f aː m iː l iː j aː r iː z eː r ə	f aː m iː l iː j aː r iː z eː r d ə	familiariseren	familiariseerden	⋊ f aː m iː l iː j aː r iː z eː r ə ⋉	⋊ f aː m iː l iː j aː r iː z eː r d ə ⋉
52110	70113	b ɛɪ z ɛ t ə	b ɛɪ z ɛ t ə	bijzetten	bijzetten	⋊ b ɛ ɪ z ɛ t ə ⋉	⋊ b ɛ ɪ z ɛ t ə ⋉
52113	70117	ɪ n v ɔ r d ə r ə	ɪ n v ɔ r d ə r d ə	invorderen	invorderden	⋊ ɪ n v ɔ r d ə r ə ⋉	⋊ ɪ n v ɔ r d ə r d ə ⋉
52122	70128	m ʊɪ l b ɑ n d ə	m ʊɪ l b ɑ n d ə	muilbanden	muilbandden	⋊ m ʊ ɪ l b ɑ n d ə ⋉	⋊ m ʊ ɪ l b ɑ n d ə ⋉
52139	70151	v ə r ɣ r oː v ə	v ə r ɣ r oː v d ə	vergroven	vergroofden	⋊ v ə r ɣ r oː v ə ⋉	⋊ v ə r ɣ r oː v d ə ⋉
52149	70163	b ə s p ʊɪ t ə	b ə s p oː t ə	bespuiten	bespoten	⋊ b ə s p ʊ ɪ t ə ⋉	⋊ b ə s p oː t ə ⋉
52162	70178	k ɪ p ə	k ɪ p t ə	kippen	kipten	⋊ k ɪ p ə ⋉	⋊ k ɪ p t ə ⋉
52170	70194	w ɛ l d uː n	w ɛ l d eː d ə	weldoen	weldeden	⋊ w ɛ l d uː n ⋉	⋊ w ɛ l d eː d ə ⋉
52181	70209	p uː j ə r ə	p uː j ə r d ə	poeieren	poeierden	⋊ p uː j ə r ə ⋉	⋊ p uː j ə r d ə ⋉
52186	70218	ɔ p s p r eː k ə	ɔ p s p r aː k ə	opspreken	opspraken	⋊ ɔ p s p r eː k ə ⋉	⋊ ɔ p s p r aː k ə ⋉
52190	70225	v ə r ɣ r ɑ m ə	v ə r ɣ r ɑ m d ə	vergrammen	vergramden	⋊ v ə r ɣ r ɑ m ə ⋉	⋊ v ə r ɣ r ɑ m d ə ⋉
52192	70227	ɪ m p ɛ k ə	ɪ m p ɛ k t ə	inpekken	inpekten	⋊ ɪ m p ɛ k ə ⋉	⋊ ɪ m p ɛ k t ə ⋉
52196	70235	s t r ʊ b ə l ə	s t r ʊ b ə l d ə	strubbelen	strubbelden	⋊ s t r ʊ b ə l ə ⋉	⋊ s t r ʊ b ə l d ə ⋉
52199	70239	d iː m ɛ n ʒ oː n eː r ə	d iː m ɛ n ʒ oː n eː r d ə	dimensioneren	dimensioneerden	⋊ d iː m ɛ n ʒ oː n eː r ə ⋉	⋊ d iː m ɛ n ʒ oː n eː r d ə ⋉
52227	70279	s x ʊ l p ə	s x ʊ l p t ə	schulpen	schulpten	⋊ s x ʊ l p ə ⋉	⋊ s x ʊ l p t ə ⋉
52229	70281	s aː m ə n s t ɛ l ə	s aː m ə n s t ɛ l d ə	samenstellen	samenstelden	⋊ s aː m ə n s t ɛ l ə ⋉	⋊ s aː m ə n s t ɛ l d ə ⋉
52234	70287	ɑ f p ʊ n t ə	ɑ f p ʊ n t ə	afpunten	afpuntten	⋊ ɑ f p ʊ n t ə ⋉	⋊ ɑ f p ʊ n t ə ⋉
52253	70315	aː n r ɛ x t ə	aː n r ɛ x t ə	aanrechten	aanrechtten	⋊ aː n r ɛ x t ə ⋉	⋊ aː n r ɛ x t ə ⋉
52269	70335	s p r ɑ ŋ k ə l ə	s p r ɑ ŋ k ə l d ə	sprankelen	sprankelden	⋊ s p r ɑ ŋ k ə l ə ⋉	⋊ s p r ɑ ŋ k ə l d ə ⋉
52277	70346	d eː m oː r aː l iː z eː r ə	d eː m oː r aː l iː z eː r d ə	demoraliseren	demoraliseerden	⋊ d eː m oː r aː l iː z eː r ə ⋉	⋊ d eː m oː r aː l iː z eː r d ə ⋉
52284	70359	w ɛ x f r ɔ m ə l ə	w ɛ x f r ɔ m ə l d ə	wegfrommelen	wegfrommelden	⋊ w ɛ x f r ɔ m ə l ə ⋉	⋊ w ɛ x f r ɔ m ə l d ə ⋉
52293	70372	ɔ n t f l iː ɣ ə	ɔ n t f l oː ɣ ə	ontvliegen	ontvlogen	⋊ ɔ n t f l iː ɣ ə ⋉	⋊ ɔ n t f l oː ɣ ə ⋉
52301	70382	x r iː m ɑ s ə	x r iː m ɑ s t ə	grimassen	grimasten	⋊ x r iː m ɑ s ə ⋉	⋊ x r iː m ɑ s t ə ⋉
52310	70393	b ə b ɔ s ə	b ə b ɔ s t ə	bebossen	bebosten	⋊ b ə b ɔ s ə ⋉	⋊ b ə b ɔ s t ə ⋉
52313	70399	ɑ f k l ɑ d ə	ɑ f k l ɑ d ə	afkladden	afkladden	⋊ ɑ f k l ɑ d ə ⋉	⋊ ɑ f k l ɑ d ə ⋉
52316	70403	b r eː k ə	b r aː k ə	breken	braken	⋊ b r eː k ə ⋉	⋊ b r aː k ə ⋉
52326	70418	ɑ v b iː z ə	ɑ v b iː z d ə	afbiezen	afbiesden	⋊ ɑ v b iː z ə ⋉	⋊ ɑ v b iː z d ə ⋉
52337	70432	ɔ b d aː ɣ ə	ɔ b d aː ɣ d ə	opdagen	opdaagden	⋊ ɔ b d aː ɣ ə ⋉	⋊ ɔ b d aː ɣ d ə ⋉
52347	70448	h ʊɪ s h ɑʊ d ə	h ʊɪ s h iː l d ə	huishouden	huishielden	⋊ h ʊ ɪ s h ɑ ʊ d ə ⋉	⋊ h ʊ ɪ s h iː l d ə ⋉
52367	70473	b ə w ɪ m p ə l ə	b ə w ɪ m p ə l d ə	bewimpelen	bewimpelden	⋊ b ə w ɪ m p ə l ə ⋉	⋊ b ə w ɪ m p ə l d ə ⋉
52371	70478	ɑ v b ɪ k ə	ɑ v b ɪ k t ə	afbikken	afbikten	⋊ ɑ v b ɪ k ə ⋉	⋊ ɑ v b ɪ k t ə ⋉
52380	70493	h ɛ r ɛɪ z ə	h ɛ r eː z ə	herrijzen	herrezen	⋊ h ɛ r ɛ ɪ z ə ⋉	⋊ h ɛ r eː z ə ⋉
52393	70518	x ɔ n d ə l ə	x ɔ n d ə l d ə	gondelen	gondelden	⋊ x ɔ n d ə l ə ⋉	⋊ x ɔ n d ə l d ə ⋉
52394	70519	ʊɪ t m ɛ r ɣ ə l ə	ʊɪ t m ɛ r ɣ ə l d ə	uitmergelen	uitmergelden	⋊ ʊ ɪ t m ɛ r ɣ ə l ə ⋉	⋊ ʊ ɪ t m ɛ r ɣ ə l d ə ⋉
52396	70522	v oː r eː k ə n ə	v oː r eː k ə n d ə	voorrekenen	voorrekenden	⋊ v oː r eː k ə n ə ⋉	⋊ v oː r eː k ə n d ə ⋉
52401	70528	k ɑ t ə x iː z eː r ə	k ɑ t ə x iː z eː r d ə	catechiseren	catechiseerden	⋊ k ɑ t ə x iː z eː r ə ⋉	⋊ k ɑ t ə x iː z eː r d ə ⋉
52405	70533	b eː w eː ɣ ə	b eː w eː ɣ d ə	beewegen	beeweegden	⋊ b eː w eː ɣ ə ⋉	⋊ b eː w eː ɣ d ə ⋉
52447	70584	s p iː d ə	s p iː d ə	spieden	spiedden	⋊ s p iː d ə ⋉	⋊ s p iː d ə ⋉
52448	70585	t uː z ɛ n d ə	t uː z ɔ n d ə	toezenden	toezonden	⋊ t uː z ɛ n d ə ⋉	⋊ t uː z ɔ n d ə ⋉
52453	70592	d oː m iː s iː l iː j eː r ə	d oː m iː s iː l iː j eː r d ə	domicilieren	domicilieerden	⋊ d oː m iː s iː l iː j eː r ə ⋉	⋊ d oː m iː s iː l iː j eː r d ə ⋉
52464	70612	l iː z ə	l iː s t ə	leasen	leasten	⋊ l iː z ə ⋉	⋊ l iː s t ə ⋉
52466	70616	ɔ n d b r ɑ n d ə	ɔ n d b r ɑ n d ə	ontbranden	ontbrandden	⋊ ɔ n d b r ɑ n d ə ⋉	⋊ ɔ n d b r ɑ n d ə ⋉
52467	70617	r ɑ t ə	r ɑ t ə	ratten	ratten	⋊ r ɑ t ə ⋉	⋊ r ɑ t ə ⋉
52472	70623	d ɑ r t ə l ə	d ɑ r t ə l d ə	dartelen	dartelden	⋊ d ɑ r t ə l ə ⋉	⋊ d ɑ r t ə l d ə ⋉
52478	70633	k r oː z ə	k r oː z d ə	krozen	kroosden	⋊ k r oː z ə ⋉	⋊ k r oː z d ə ⋉
52480	70635	ɑ f r ʊɪ l ə	ɑ f r ʊɪ l d ə	afruilen	afruilden	⋊ ɑ f r ʊ ɪ l ə ⋉	⋊ ɑ f r ʊ ɪ l d ə ⋉
52487	70648	ɑ x t ə r oː v ə r d r ʊ k ə	ɑ x t ə r oː v ə r d r ʊ k t ə	achteroverdrukken	achteroverdrukten	⋊ ɑ x t ə r oː v ə r d r ʊ k ə ⋉	⋊ ɑ x t ə r oː v ə r d r ʊ k t ə ⋉
52496	70659	v eː ɣ ə t eː r ə	v eː ɣ ə t eː r d ə	vegeteren	vegeteerden	⋊ v eː ɣ ə t eː r ə ⋉	⋊ v eː ɣ ə t eː r d ə ⋉
52503	70668	d oː r v ɛ x t ə	d oː r v ɔ x t ə	doorvechten	doorvochten	⋊ d oː r v ɛ x t ə ⋉	⋊ d oː r v ɔ x t ə ⋉
52504	70669	ɔ n t w ɛɪ d ə	ɔ n t w ɛɪ d ə	ontwijden	ontwijdden	⋊ ɔ n t w ɛ ɪ d ə ⋉	⋊ ɔ n t w ɛ ɪ d ə ⋉
52506	70672	m ɪ s h aː ɣ ə	m ɪ s h aː ɣ d ə	mishagen	mishaagden	⋊ m ɪ s h aː ɣ ə ⋉	⋊ m ɪ s h aː ɣ d ə ⋉
52513	70680	b eː t ə r ə	b ə t eː r d ə	beteren	beteerden	⋊ b eː t ə r ə ⋉	⋊ b ə t eː r d ə ⋉
52520	70689	ɪ m p r oː v iː z eː r ə	ɪ m p r oː v iː z eː r d ə	improviseren	improviseerden	⋊ ɪ m p r oː v iː z eː r ə ⋉	⋊ ɪ m p r oː v iː z eː r d ə ⋉
52523	70693	k ɔ p r ɔ l ə	k ɔ p r ɔ l d ə	koprollen	koprolden	⋊ k ɔ p r ɔ l ə ⋉	⋊ k ɔ p r ɔ l d ə ⋉
52535	70706	t ə n iː t x aː n	t ə n iː t x ɪ ŋ ə	tenietgaan	tenietgingen	⋊ t ə n iː t x aː n ⋉	⋊ t ə n iː t x ɪ ŋ ə ⋉
52551	70724	m ɛ l k ə	m ɔ l k ə	melken	molken	⋊ m ɛ l k ə ⋉	⋊ m ɔ l k ə ⋉
52573	70754	k r eː v ə l ə	k r eː v ə l d ə	krevelen	krevelden	⋊ k r eː v ə l ə ⋉	⋊ k r eː v ə l d ə ⋉
52586	70771	s ɔ l f ɛ ʒ eː r ə	s ɔ l f ɛ ʒ eː r d ə	solfegieren	solfegieerden	⋊ s ɔ l f ɛ ʒ eː r ə ⋉	⋊ s ɔ l f ɛ ʒ eː r d ə ⋉
52589	70775	aː n s p uː d ə	aː n s p uː d ə	aanspoeden	aanspoedden	⋊ aː n s p uː d ə ⋉	⋊ aː n s p uː d ə ⋉
52605	70797	d eː l ə	d eː l d ə	delen	deelden	⋊ d eː l ə ⋉	⋊ d eː l d ə ⋉
52613	70806	d oː r d r ʊ k ə	d oː r d r ʊ k t ə	doordrukken	doordrukten	⋊ d oː r d r ʊ k ə ⋉	⋊ d oː r d r ʊ k t ə ⋉
52614	70809	k r uː z ə	k r uː s t ə	cruisen	cruisten	⋊ k r uː z ə ⋉	⋊ k r uː s t ə ⋉
52616	70811	ɔ p s t r ɛɪ d ə	ɔ p s t r eː d ə	opstrijden	opstreden	⋊ ɔ p s t r ɛ ɪ d ə ⋉	⋊ ɔ p s t r eː d ə ⋉
52621	70817	s t ɑ r oː ɣ ə	s t ɑ r oː ɣ d ə	starogen	staroogden	⋊ s t ɑ r oː ɣ ə ⋉	⋊ s t ɑ r oː ɣ d ə ⋉
52624	70820	ɔ p s oː d ə m iː t ə r ə	ɔ p s oː d ə m iː t ə r d ə	opsodemieteren	opsodemieterden	⋊ ɔ p s oː d ə m iː t ə r ə ⋉	⋊ ɔ p s oː d ə m iː t ə r d ə ⋉
52637	70834	k ɑ l f aː t ə	k ɑ l f aː t ə	kalfaten	kalfaatten	⋊ k ɑ l f aː t ə ⋉	⋊ k ɑ l f aː t ə ⋉
52691	70901	t ə r ɛ x t h ɛ l p ə	t ə r ɛ x t h iː l p ə	terechthelpen	terechthielpen	⋊ t ə r ɛ x t h ɛ l p ə ⋉	⋊ t ə r ɛ x t h iː l p ə ⋉
52702	70915	s l ɑ m p ɑ m p ə	s l ɑ m p ɑ m p t ə	slampampen	slampampten	⋊ s l ɑ m p ɑ m p ə ⋉	⋊ s l ɑ m p ɑ m p t ə ⋉
52703	70916	ʃ oː w ə	ʃ oː w d ə	showen	showden	⋊ ʃ oː w ə ⋉	⋊ ʃ oː w d ə ⋉
52704	70917	l ɪ s p ə l ə	l ɪ s p ə l d ə	lispelen	lispelden	⋊ l ɪ s p ə l ə ⋉	⋊ l ɪ s p ə l d ə ⋉
52706	70919	oː v ə r h oː p s x iː t ə	oː v ə r h oː p s x oː t ə	overhoopschieten	overhoopschoten	⋊ oː v ə r h oː p s x iː t ə ⋉	⋊ oː v ə r h oː p s x oː t ə ⋉
52710	70924	ɑ x t ə r n aː ɣ aː n	ɑ x t ə r n aː ɣ ɪ ŋ ə	achternagaan	achternagingen	⋊ ɑ x t ə r n aː ɣ aː n ⋉	⋊ ɑ x t ə r n aː ɣ ɪ ŋ ə ⋉
52713	70927	v ə r z w ɑ k ə	v ə r z w ɑ k t ə	verzwakken	verzwakten	⋊ v ə r z w ɑ k ə ⋉	⋊ v ə r z w ɑ k t ə ⋉
52714	70929	s t r ɔ p ə	s t r ɔ p t ə	stroppen	stropten	⋊ s t r ɔ p ə ⋉	⋊ s t r ɔ p t ə ⋉
52718	70934	ɑ l iː t ə r eː r ə	ɑ l iː t ə r eː r d ə	allitereren	allitereerden	⋊ ɑ l iː t ə r eː r ə ⋉	⋊ ɑ l iː t ə r eː r d ə ⋉
52721	70938	w ɑ t eː r ə	w ɑ t eː r d ə	watteren	watteerden	⋊ w ɑ t eː r ə ⋉	⋊ w ɑ t eː r d ə ⋉
52728	70945	ɑ f s x ɑ t ə	ɑ f s x ɑ t ə	afschatten	afschatten	⋊ ɑ f s x ɑ t ə ⋉	⋊ ɑ f s x ɑ t ə ⋉
52736	70958	n eː r s aː b ə l ə	n eː r s aː b ə l d ə	neersabelen	neersabelden	⋊ n eː r s aː b ə l ə ⋉	⋊ n eː r s aː b ə l d ə ⋉
52743	70966	d ɛ l v ə	d ɔ l v ə	delven	dolven	⋊ d ɛ l v ə ⋉	⋊ d ɔ l v ə ⋉
52744	70967	aː n r ɛɪ ɣ ə	aː n r eː ɣ ə	aanrijgen	aanregen	⋊ aː n r ɛ ɪ ɣ ə ⋉	⋊ aː n r eː ɣ ə ⋉
52748	70971	v ə r b aː z ə l ə	v ə r b aː z ə l d ə	verbeuzelen	verbeuzelden	⋊ v ə r b aː z ə l ə ⋉	⋊ v ə r b aː z ə l d ə ⋉
52753	70978	r eː t r iː b yː w eː r ə	r eː t r iː b yː w eː r d ə	retribueren	retribueerden	⋊ r eː t r iː b yː w eː r ə ⋉	⋊ r eː t r iː b yː w eː r d ə ⋉
52764	70991	t ə r ʊ ɣ l ɛ ɣ ə	t ə r ʊ ɣ l ɛ ɣ d ə	terugleggen	teruglegden	⋊ t ə r ʊ ɣ l ɛ ɣ ə ⋉	⋊ t ə r ʊ ɣ l ɛ ɣ d ə ⋉
52779	71008	p s ɑ l m eː r ə	p s ɑ l m eː r d ə	psalmeren	psalmeerden	⋊ p s ɑ l m eː r ə ⋉	⋊ p s ɑ l m eː r d ə ⋉
52789	71020	ɑ f s n ɑʊ w ə	ɑ f s n ɑʊ w d ə	afsnauwen	afsnauwden	⋊ ɑ f s n ɑ ʊ w ə ⋉	⋊ ɑ f s n ɑ ʊ w d ə ⋉
52793	71026	ɑ f r iː z ə	ɑ f r oː z ə	afvriezen	afvrozen	⋊ ɑ f r iː z ə ⋉	⋊ ɑ f r oː z ə ⋉
52796	71030	z ɑ b ə l ə	z ɑ b ə l d ə	zabbelen	zabbelden	⋊ z ɑ b ə l ə ⋉	⋊ z ɑ b ə l d ə ⋉
52807	71045	k aː t s ə	k aː t s t ə	kaatsen	kaatsten	⋊ k aː t s ə ⋉	⋊ k aː t s t ə ⋉
52814	71053	ɔ n t h aː l ə	ɔ n t h aː l d ə	onthalen	onthaalden	⋊ ɔ n t h aː l ə ⋉	⋊ ɔ n t h aː l d ə ⋉
52819	71058	s ʊ s ə	s ʊ s t ə	sussen	susten	⋊ s ʊ s ə ⋉	⋊ s ʊ s t ə ⋉
52827	71074	r ɔ n t s x iː t ə	r ɔ n t s x oː t ə	rondschieten	rondschoten	⋊ r ɔ n t s x iː t ə ⋉	⋊ r ɔ n t s x oː t ə ⋉
52840	71094	ɑ f r ɔ n s ə l ə	ɑ f r ɔ n s ə l d ə	afronselen	afronselden	⋊ ɑ f r ɔ n s ə l ə ⋉	⋊ ɑ f r ɔ n s ə l d ə ⋉
52852	71112	s oː v eː r ə	s oː v eː r d ə	sauveren	sauveerden	⋊ s oː v eː r ə ⋉	⋊ s oː v eː r d ə ⋉
52883	71156	ɔ n t f ɔ ŋ k ə	ɔ n t f ɔ ŋ k t ə	ontvonken	ontvonkten	⋊ ɔ n t f ɔ ŋ k ə ⋉	⋊ ɔ n t f ɔ ŋ k t ə ⋉
52888	71161	l ɔ s w r ɪ ŋ ə	l ɔ s w r ɔ ŋ ə	loswringen	loswrongen	⋊ l ɔ s w r ɪ ŋ ə ⋉	⋊ l ɔ s w r ɔ ŋ ə ⋉
52894	71171	aː ŋ k n oː p ə	aː ŋ k n oː p t ə	aanknopen	aanknoopten	⋊ aː ŋ k n oː p ə ⋉	⋊ aː ŋ k n oː p t ə ⋉
52895	71173	m ɑ r m ə r ə	m ɑ r m ə r d ə	marmeren	marmerden	⋊ m ɑ r m ə r ə ⋉	⋊ m ɑ r m ə r d ə ⋉
52898	71176	x ɔ k ə	x ɔ k t ə	gokken	gokten	⋊ x ɔ k ə ⋉	⋊ x ɔ k t ə ⋉
52908	71189	h ɑ l f s l ʊɪ t ə	h ɑ l f s l ʊɪ t ə	halfsluiten	halfsluitten	⋊ h ɑ l f s l ʊ ɪ t ə ⋉	⋊ h ɑ l f s l ʊ ɪ t ə ⋉
52920	71203	ɑ f k oː k ə	ɑ f k oː k t ə	afkoken	afkookten	⋊ ɑ f k oː k ə ⋉	⋊ ɑ f k oː k t ə ⋉
52921	71204	b r aː k ə	b r aː k t ə	braken	braakten	⋊ b r aː k ə ⋉	⋊ b r aː k t ə ⋉
52923	71207	b ɛɪ s t ɔ p ə	b ɛɪ s t ɔ p t ə	bijstoppen	bijstopten	⋊ b ɛ ɪ s t ɔ p ə ⋉	⋊ b ɛ ɪ s t ɔ p t ə ⋉
52944	71236	d eː ɣ eː n ə r eː r ə	d eː ɣ eː n ə r eː r d ə	degenereren	degenereerden	⋊ d eː ɣ eː n ə r eː r ə ⋉	⋊ d eː ɣ eː n ə r eː r d ə ⋉
52954	71249	l ɪ p ə	l ɪ p t ə	lippen	lipten	⋊ l ɪ p ə ⋉	⋊ l ɪ p t ə ⋉
52955	71250	v ə r ɣ ə n uː ɣ ə	v ə r ɣ ə n uː ɣ d ə	vergenoegen	vergenoegden	⋊ v ə r ɣ ə n uː ɣ ə ⋉	⋊ v ə r ɣ ə n uː ɣ d ə ⋉
52967	71265	b ə z iː n	b ə z aː ɣ ə	bezien	bezagen	⋊ b ə z iː n ⋉	⋊ b ə z aː ɣ ə ⋉
52976	71279	r ɔ n t f l iː ɣ ə	r ɔ n t f l oː ɣ ə	rondvliegen	rondvlogen	⋊ r ɔ n t f l iː ɣ ə ⋉	⋊ r ɔ n t f l oː ɣ ə ⋉
52980	71285	b ə k ɛɪ v ə	b ə k eː v ə	bekijven	bekeven	⋊ b ə k ɛ ɪ v ə ⋉	⋊ b ə k eː v ə ⋉
52987	71293	t ə r ʊ ɣ w ɛ r k ə	t ə r ʊ ɣ w ɛ r k t ə	terugwerken	terugwerkten	⋊ t ə r ʊ ɣ w ɛ r k ə ⋉	⋊ t ə r ʊ ɣ w ɛ r k t ə ⋉
52991	71300	n aː d uː n	n aː d eː d ə	nadoen	nadeden	⋊ n aː d uː n ⋉	⋊ n aː d eː d ə ⋉
52996	71308	b ə p oː t ə	b ə p oː t ə	bepoten	bepootten	⋊ b ə p oː t ə ⋉	⋊ b ə p oː t ə ⋉
52999	71311	k r ɪ k ə	k r ɪ k t ə	krikken	krikten	⋊ k r ɪ k ə ⋉	⋊ k r ɪ k t ə ⋉
53007	71322	ɛ k s t ɛ n z iː v eː r ə	ɛ k s t ɛ n z iː v eː r d ə	extensiveren	extensiveerden	⋊ ɛ k s t ɛ n z iː v eː r ə ⋉	⋊ ɛ k s t ɛ n z iː v eː r d ə ⋉
53014	71329	s x ɑ m p ə	s x ɑ m p t ə	schampen	schampten	⋊ s x ɑ m p ə ⋉	⋊ s x ɑ m p t ə ⋉
53025	71346	m ɪ s l ɛɪ d ə	m ɪ s l ɛɪ d ə	misleiden	misleidden	⋊ m ɪ s l ɛ ɪ d ə ⋉	⋊ m ɪ s l ɛ ɪ d ə ⋉
53036	71365	r iː j oː l eː r ə	r iː j oː l eː r d ə	rioleren	rioleerden	⋊ r iː j oː l eː r ə ⋉	⋊ r iː j oː l eː r d ə ⋉
53041	71373	d r aː j ə	d r aː j d ə	draaien	draaiden	⋊ d r aː j ə ⋉	⋊ d r aː j d ə ⋉
53046	71380	v uː l ə	v uː l d ə	voelen	voelden	⋊ v uː l ə ⋉	⋊ v uː l d ə ⋉
53047	71381	d eː b yː t eː r ə	d eː b yː t eː r d ə	debuteren	debuteerden	⋊ d eː b yː t eː r ə ⋉	⋊ d eː b yː t eː r d ə ⋉
53067	71410	h ʊ m ə	h ʊ m d ə	hummen	humden	⋊ h ʊ m ə ⋉	⋊ h ʊ m d ə ⋉
