level_0	index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
60191	81996	a n ai̯ n a n d ə r g ə r aː t ə n	a n ai̯ n a n d ə r g ə r aː t ə n	aneinandergeraten	aneinandergeraten	⋊ a n a i n a n d ə r g ə r aː t ə n ⋉	⋊ a n a i n a n d ə r g ə r aː t ə n ⋉
60211	82020	a n z eː g ə l n	a n g ə z eː g ə l t	ansegeln	angesegelt	⋊ a n z eː g ə l n ⋉	⋊ a n g ə z eː g ə l t ⋉
60212	82021	au̯ f k n œ pf ə n	au̯ f g ə k n œ pf t	aufknöpfen	aufgeknöpft	⋊ a u f k n œ pf ə n ⋉	⋊ a u f g ə k n œ pf t ⋉
60219	82028	h a n t ə l n	g ə h a n t ə l t	hanteln	gehantelt	⋊ h a n t ə l n ⋉	⋊ h a n t ə l t ⋉
60229	82041	au̯ s d r ʏ k ə n	au̯ s g ə d r ʏ k t	ausdrücken	ausgedrückt	⋊ a u s d r ʏ k ə n ⋉	⋊ a u s g ə d r ʏ k t ⋉
60251	82075	au̯ s t ʏ f t ə l n	au̯ s g ə t ʏ f t ə l t	austüfteln	ausgetüftelt	⋊ a u s t ʏ f t ə l n ⋉	⋊ a u s g ə t ʏ f t ə l t ⋉
60263	82089	v a k ts iː n iː r ə n	v a k ts iː n iː r t	vakzinieren	vakziniert	⋊ v a k ts iː n iː r ə n ⋉	⋊ v a k ts iː n iː r t ⋉
60289	82125	m a n ʃ ə n	g ə m a n ʃ t	manschen	gemanscht	⋊ m a n ʃ ə n ⋉	⋊ m a n ʃ t ⋉
60480	82397	r ʊ pf ə n	g ə r ʊ pf t	rupfen	gerupft	⋊ r ʊ pf ə n ⋉	⋊ r ʊ pf t ⋉
60519	82451	ts ɛ r b r œ k ə l n	ts ɛ r b r œ k ə l t	zerbröckeln	zerbröckelt	⋊ ts ɛ r b r œ k ə l n ⋉	⋊ ts ɛ r b r œ k ə l t ⋉
60555	82498	ɪ n t ə r v j uː ə n	ɪ n t ə r v j uː t	interviewen	interviewt	⋊ ɪ n t ə r v j uː ə n ⋉	⋊ ɪ n t ə r v j uː t ⋉
60562	82509	d ʊ r ç b l ɪ k ə n	d ʊ r ç g ə b l ɪ k t	durchblicken	durchgeblickt	⋊ d ʊ r ç b l ɪ k ə n ⋉	⋊ d ʊ r ç g ə b l ɪ k t ⋉
60595	82551	uː r iː n iː r ə n	uː r iː n iː r t	urinieren	uriniert	⋊ uː r iː n iː r ə n ⋉	⋊ uː r iː n iː r t ⋉
60637	82608	g ə ʃ t eː ə n	g ə ʃ t a n d ə n	gestehen	gestanden	⋊ g ə ʃ t eː ə n ⋉	⋊ ʃ t a n d ə n ⋉
60743	82750	ʃ a x ə r n	g ə ʃ a x ə r t	schachern	geschachert	⋊ ʃ a x ə r n ⋉	⋊ ʃ a x ə r t ⋉
60784	82807	a p d uː ts iː r ə n	a p d uː ts iː r t	abduzieren	abduziert	⋊ a p d uː ts iː r ə n ⋉	⋊ a p d uː ts iː r t ⋉
60798	82822	k ɔ n t r aː h iː r ə n	k ɔ n t r aː h iː r t	kontrahieren	kontrahiert	⋊ k ɔ n t r aː h iː r ə n ⋉	⋊ k ɔ n t r aː h iː r t ⋉
60801	82826	au̯ s l yː f t ə n	au̯ s g ə l yː f t ə t	auslüften	ausgelüftet	⋊ a u s l yː f t ə n ⋉	⋊ a u s g ə l yː f t ə t ⋉
60803	82828	a n p r a ŋ ə r n	a n g ə p r a ŋ ə r t	anprangern	angeprangert	⋊ a n p r a ŋ ə r n ⋉	⋊ a n g ə p r a ŋ ə r t ⋉
60812	82839	v ʊ l k aː n iː z iː r ə n	v ʊ l k aː n iː z iː r t	vulkanisieren	vulkanisiert	⋊ v ʊ l k aː n iː z iː r ə n ⋉	⋊ v ʊ l k aː n iː z iː r t ⋉
60820	82854	a p h ɛː k ə l n	a p g ə h ɛː k ə l t	abhäkeln	abgehäkelt	⋊ a p h ɛː k ə l n ⋉	⋊ a p g ə h ɛː k ə l t ⋉
60826	82863	d uː ts ə n	g ə d uː ts t	duzen	geduzt	⋊ d uː ts ə n ⋉	⋊ d uː ts t ⋉
60855	82908	a p v eː r t ə n	a p g ə v eː r t ə t	abwerten	abgewertet	⋊ a p v eː r t ə n ⋉	⋊ a p g ə v eː r t ə t ⋉
60857	82910	ʃ øː n ə n	g ə ʃ øː n t	schönen	geschönt	⋊ ʃ øː n ə n ⋉	⋊ ʃ øː n t ⋉
60881	82943	n aː x f ɔ r d ə r n	n aː x g ə f ɔ r d ə r t	nachfordern	nachgefordert	⋊ n aː x f ɔ r d ə r n ⋉	⋊ n aː x g ə f ɔ r d ə r t ⋉
60883	82946	ʃ ʏ t ə r n	g ə ʃ ʏ t ə r t	schüttern	geschüttert	⋊ ʃ ʏ t ə r n ⋉	⋊ ʃ ʏ t ə r t ⋉
60897	82964	f ɛ s t f aː r ə n	f ɛ s t g ə f aː r ə n	festfahren	festgefahren	⋊ f ɛ s t f aː r ə n ⋉	⋊ f ɛ s t g ə f aː r ə n ⋉
60935	83018	ɛ r d au̯ ə r n	ɛ r d au̯ ə r t	erdauern	erdauert	⋊ ɛ r d a u ə r n ⋉	⋊ ɛ r d a u ə r t ⋉
60958	83048	b ə h ɛ r ʃ ə n	b ə h ɛ r ʃ t	beherrschen	beherrscht	⋊ b ə h ɛ r ʃ ə n ⋉	⋊ b ə h ɛ r ʃ t ⋉
60968	83060	r ai̯ x ə n	g ə r ai̯ x t	reichen	gereicht	⋊ r a i x ə n ⋉	⋊ r a i x t ⋉
60982	83077	v eː r ə n	g ə v eː r t	wehren	gewehrt	⋊ v eː r ə n ⋉	⋊ v eː r t ⋉
60996	83095	r ɛ ŋ k ə n	g ə r ɛ ŋ k t	renken	gerenkt	⋊ r ɛ ŋ k ə n ⋉	⋊ r ɛ ŋ k t ⋉
61026	83141	a n k n ɪ p s ə n	a n g ə k n ɪ p s t	anknipsen	angeknipst	⋊ a n k n ɪ p s ə n ⋉	⋊ a n g ə k n ɪ p s t ⋉
61047	83163	au̯ s aː r t ə n	au̯ s g ə aː r t ə t	ausarten	ausgeartet	⋊ a u s aː r t ə n ⋉	⋊ a u s g ə aː r t ə t ⋉
61086	83212	g ɛ ŋ ə l n	g ə g ɛ ŋ ə l t	gängeln	gegängelt	⋊ g ɛ ŋ ə l n ⋉	⋊ g ɛ ŋ ə l t ⋉
61092	83221	n aː x z a l ts ə n	n aː x g ə z a l ts t	nachsalzen	nachgesalzt	⋊ n aː x z a l ts ə n ⋉	⋊ n aː x g ə z a l ts t ⋉
61111	83245	f ɔ r m iː r ə n	f ɔ r m iː r t	formieren	formiert	⋊ f ɔ r m iː r ə n ⋉	⋊ f ɔ r m iː r t ⋉
61127	83268	p ɛ l ə n	g ə p ɛ l t	pellen	gepellt	⋊ p ɛ l ə n ⋉	⋊ p ɛ l t ⋉
61131	83273	f ɛ r f a ŋ ə n	f ɛ r f a ŋ ə n	verfangen	verfangen	⋊ f ɛ r f a ŋ ə n ⋉	⋊ f ɛ r f a ŋ ə n ⋉
61163	83314	t r ɪ p ə l n	g ə t r ɪ p ə l t	trippeln	getrippelt	⋊ t r ɪ p ə l n ⋉	⋊ t r ɪ p ə l t ⋉
61223	83392	ʃ ɪ f ə n	g ə ʃ ɪ f t	schiffen	geschifft	⋊ ʃ ɪ f ə n ⋉	⋊ ʃ ɪ f t ⋉
61230	83401	b ə t oi̯ b ə n	b ə t oi̯ p t	betäuben	betäubt	⋊ b ə t o i b ə n ⋉	⋊ b ə t o i p t ⋉
61236	83409	f ɛ r t r eː t ə n	f ɛ r t r eː t ə n	vertreten	vertreten	⋊ f ɛ r t r eː t ə n ⋉	⋊ f ɛ r t r eː t ə n ⋉
61250	83431	yː b ə r t r aː g ə n	yː b ə r t r aː g ə n	übertragen	übertragen	⋊ yː b ə r t r aː g ə n ⋉	⋊ yː b ə r t r aː g ə n ⋉
61265	83448	b ə v a k s ə n	b ə v a k s ə n	bewachsen	bewachsen	⋊ b ə v a k s ə n ⋉	⋊ b ə v a k s ə n ⋉
61271	83458	g l ai̯ s ə n	g ə g l ɪ s ə n	gleissen	geglissen	⋊ g l a i s ə n ⋉	⋊ g l ɪ s ə n ⋉
61280	83475	f ɛ r ʃ p ɔ t ə n	f ɛ r ʃ p ɔ t ə t	verspotten	verspottet	⋊ f ɛ r ʃ p ɔ t ə n ⋉	⋊ f ɛ r ʃ p ɔ t ə t ⋉
61342	83569	k ɛ n ə n	g ə k a n t	kennen	gekannt	⋊ k ɛ n ə n ⋉	⋊ k a n t ⋉
61356	83586	au̯ s ʃ t ɛ x ə n	au̯ s g ə ʃ t ɔ x ə n	ausstechen	ausgestochen	⋊ a u s ʃ t ɛ x ə n ⋉	⋊ a u s g ə ʃ t ɔ x ə n ⋉
61377	83609	n iː d ə r ts v ɪ ŋ ə n	n iː d ə r g ə ts v ʊ ŋ ə n	niederzwingen	niedergezwungen	⋊ n iː d ə r ts v ɪ ŋ ə n ⋉	⋊ n iː d ə r g ə ts v ʊ ŋ ə n ⋉
61382	83616	a n h oi̯ ə r n	a n g ə h oi̯ ə r t	anheuern	angeheuert	⋊ a n h o i ə r n ⋉	⋊ a n g ə h o i ə r t ⋉
61411	83649	ʃ m ʊ g ə l n	g ə ʃ m ʊ g ə l t	schmuggeln	geschmuggelt	⋊ ʃ m ʊ g ə l n ⋉	⋊ ʃ m ʊ g ə l t ⋉
61435	83684	h ɛ r au̯ s n eː m ə n	h ɛ r au̯ s g ə n ɔ m ə n	herausnehmen	herausgenommen	⋊ h ɛ r a u s n eː m ə n ⋉	⋊ h ɛ r a u s g ə n ɔ m ə n ⋉
61477	83740	k œ x ə l n	g ə k œ x ə l t	köcheln	geköchelt	⋊ k œ x ə l n ⋉	⋊ k œ x ə l t ⋉
61500	83770	ai̯ n l oi̯ x t ə n	ai̯ n g ə l oi̯ x t ə t	einleuchten	eingeleuchtet	⋊ a i n l o i x t ə n ⋉	⋊ a i n g ə l o i x t ə t ⋉
61508	83780	p aː r ə n	g ə p aː r t	paaren	gepaart	⋊ p aː r ə n ⋉	⋊ p aː r t ⋉
61527	83804	b ə p a k ə n	b ə p a k t	bepacken	bepackt	⋊ b ə p a k ə n ⋉	⋊ b ə p a k t ⋉
61572	83877	a r oː m aː t iː z iː r ə n	a r oː m aː t iː z iː r t	aromatisieren	aromatisiert	⋊ a r oː m aː t iː z iː r ə n ⋉	⋊ a r oː m aː t iː z iː r t ⋉
61581	83888	ai̯ n j aː g ə n	ai̯ n g ə j aː k t	einjagen	eingejagt	⋊ a i n j aː g ə n ⋉	⋊ a i n g ə j aː k t ⋉
61583	83891	b a r iː k aː d iː r ə n	b a r iː k aː d iː r t	barrikadieren	barrikadiert	⋊ b a r iː k aː d iː r ə n ⋉	⋊ b a r iː k aː d iː r t ⋉
61584	83892	au̯ s m ʊ s t ə r n	au̯ s g ə m ʊ s t ə r t	ausmustern	ausgemustert	⋊ a u s m ʊ s t ə r n ⋉	⋊ a u s g ə m ʊ s t ə r t ⋉
61590	83898	h ɪ n v ɛ r f ə n	h ɪ n g ə v ɔ r f ə n	hinwerfen	hingeworfen	⋊ h ɪ n v ɛ r f ə n ⋉	⋊ h ɪ n g ə v ɔ r f ə n ⋉
61602	83912	r ai̯ n ɪ g ə n	g ə r ai̯ n ɪ ç t	reinigen	gereinigt	⋊ r a i n ɪ g ə n ⋉	⋊ r a i n ɪ ç t ⋉
61635	83962	p r ɛ ʃ ə n	g ə p r ɛ ʃ t	preschen	geprescht	⋊ p r ɛ ʃ ə n ⋉	⋊ p r ɛ ʃ t ⋉
61638	83966	au̯ f r ɔ l ə n	au̯ f g ə r ɔ l t	aufrollen	aufgerollt	⋊ a u f r ɔ l ə n ⋉	⋊ a u f g ə r ɔ l t ⋉
61667	84014	v ɛ k f ɪ ʃ ə n	v ɛ k g ə f ɪ ʃ t	wegfischen	weggefischt	⋊ v ɛ k f ɪ ʃ ə n ⋉	⋊ v ɛ k g ə f ɪ ʃ t ⋉
61678	84028	ai̯ n h ɛ n d ɪ g ə n	ai̯ n g ə h ɛ n d ɪ ç t	einhändigen	eingehändigt	⋊ a i n h ɛ n d ɪ g ə n ⋉	⋊ a i n g ə h ɛ n d ɪ ç t ⋉
61701	84054	n ɔ r m a l iː z iː r ə n	n ɔ r m a l iː z iː r t	normalisieren	normalisiert	⋊ n ɔ r m a l iː z iː r ə n ⋉	⋊ n ɔ r m a l iː z iː r t ⋉
61722	84079	f ɛ r l a ŋ ə n	f ɛ r l a ŋ t	verlangen	verlangt	⋊ f ɛ r l a ŋ ə n ⋉	⋊ f ɛ r l a ŋ t ⋉
61728	84088	v iː d ə r ɛ r k ɛ n ə n	v iː d ə r ɛ r k a n t	wiedererkennen	wiedererkannt	⋊ v iː d ə r ɛ r k ɛ n ə n ⋉	⋊ v iː d ə r ɛ r k a n t ⋉
61739	84103	ts a p ə l n	g ə ts a p ə l t	zappeln	gezappelt	⋊ ts a p ə l n ⋉	⋊ ts a p ə l t ⋉
61741	84106	ɛ n t d ʊ ŋ k ə l n	ɛ n t d ʊ ŋ k ə l t	entdunkeln	entdunkelt	⋊ ɛ n t d ʊ ŋ k ə l n ⋉	⋊ ɛ n t d ʊ ŋ k ə l t ⋉
61761	84129	f ɛ r v ɛ n d ə n	f ɛ r v ɛ n d ə t	verwenden	verwendet	⋊ f ɛ r v ɛ n d ə n ⋉	⋊ f ɛ r v ɛ n d ə t ⋉
61773	84145	au̯ s b uː x t ə n	au̯ s g ə b uː x t ə t	ausbuchten	ausgebuchtet	⋊ a u s b uː x t ə n ⋉	⋊ a u s g ə b uː x t ə t ⋉
61780	84155	r ai̯ m ə n	g ə r ai̯ m t	reimen	gereimt	⋊ r a i m ə n ⋉	⋊ r a i m t ⋉
61811	84190	m ɪ t m a x ə n	m ɪ t g ə m a x t	mitmachen	mitgemacht	⋊ m ɪ t m a x ə n ⋉	⋊ m ɪ t g ə m a x t ⋉
61835	84222	z aː g ə n	g ə z aː k t	sagen	gesagt	⋊ z aː g ə n ⋉	⋊ z aː k t ⋉
61837	84225	h aː k ə n	g ə h aː k t	haken	gehakt	⋊ h aː k ə n ⋉	⋊ h aː k t ⋉
61873	84270	l au̯ f ə n l a s ə n	l au̯ f ə n g ə l a s ə n	laufenlassen	laufengelassen	⋊ l a u f ə n l a s ə n ⋉	⋊ l a u f ə n g ə l a s ə n ⋉
61876	84273	n ai̯ d ə n	g ə n ai̯ d ə t	neiden	geneidet	⋊ n a i d ə n ⋉	⋊ n a i d ə t ⋉
61916	84319	r ɛ t ə n	g ə r ɛ t ə t	retten	gerettet	⋊ r ɛ t ə n ⋉	⋊ r ɛ t ə t ⋉
61936	84343	eː ə l ɪ x ə n	g ə eː ə l ɪ ç t	ehelichen	geehelicht	⋊ eː ə l ɪ x ə n ⋉	⋊ eː ə l ɪ ç t ⋉
61937	84344	a n m aː n ə n	a n g ə m aː n t	anmahnen	angemahnt	⋊ a n m aː n ə n ⋉	⋊ a n g ə m aː n t ⋉
61945	84353	t r ɔ t ə n	g ə t r ɔ t ə t	trotten	getrottet	⋊ t r ɔ t ə n ⋉	⋊ t r ɔ t ə t ⋉
61951	84361	ɔ r d n ə n	g ə ɔ r d n ə t	ordnen	geordnet	⋊ ɔ r d n ə n ⋉	⋊ ɔ r d n ə t ⋉
61972	84386	au̯ f ai̯ n a n d ə r f ɔ l g ə n	au̯ f ai̯ n a n d ə r g ə f ɔ l k t	aufeinanderfolgen	aufeinandergefolgt	⋊ a u f a i n a n d ə r f ɔ l g ə n ⋉	⋊ a u f a i n a n d ə r g ə f ɔ l k t ⋉
61975	84389	r ai̯ n l eː g ə n	r ai̯ n g ə l eː k t	reinlegen	reingelegt	⋊ r a i n l eː g ə n ⋉	⋊ r a i n g ə l eː k t ⋉
61998	84416	au̯ f f yː r ə n	au̯ f g ə f yː r t	aufführen	aufgeführt	⋊ a u f f yː r ə n ⋉	⋊ a u f g ə f yː r t ⋉
62020	84443	p uː b ɛ r t iː r ə n	p uː b ɛ r t iː r t	pubertieren	pubertiert	⋊ p uː b ɛ r t iː r ə n ⋉	⋊ p uː b ɛ r t iː r t ⋉
62022	84445	k ɔ r eː l iː r ə n	k ɔ r eː l iː r t	korrelieren	korreliert	⋊ k ɔ r eː l iː r ə n ⋉	⋊ k ɔ r eː l iː r t ⋉
62046	84477	a p l au̯ t ə n	a p g ə l au̯ t ə t	ablauten	abgelautet	⋊ a p l a u t ə n ⋉	⋊ a p g ə l a u t ə t ⋉
62058	84492	b ɛ s ə r ʃ t ɛ l ə n	b ɛ s ə r g ə ʃ t ɛ l t	besserstellen	bessergestellt	⋊ b ɛ s ə r ʃ t ɛ l ə n ⋉	⋊ b ɛ s ə r g ə ʃ t ɛ l t ⋉
62063	84501	ts ɛ r ʃ t øː r ə n	ts ɛ r ʃ t øː r t	zerstören	zerstört	⋊ ts ɛ r ʃ t øː r ə n ⋉	⋊ ts ɛ r ʃ t øː r t ⋉
62067	84508	ai̯ n p r oː g r a m iː r ə n	ai̯ n p r oː g r a m iː r t	einprogrammieren	einprogrammiert	⋊ a i n p r oː g r a m iː r ə n ⋉	⋊ a i n p r oː g r a m iː r t ⋉
62070	84511	au̯ s g ə ʃ t a l t ə n	au̯ s g ə ʃ t a l t ə t	ausgestalten	ausgestaltet	⋊ a u s g ə ʃ t a l t ə n ⋉	⋊ a u s g ə ʃ t a l t ə t ⋉
62081	84525	yː b ə r m aː l ə n	yː b ə r g ə m aː l t	übermalen	übergemalt	⋊ yː b ə r m aː l ə n ⋉	⋊ yː b ə r g ə m aː l t ⋉
62107	84564	a p ɛ l iː r ə n	a p ɛ l iː r t	appellieren	appelliert	⋊ a p ɛ l iː r ə n ⋉	⋊ a p ɛ l iː r t ⋉
62110	84570	f eː d ə r n	g ə f eː d ə r t	federn	gefedert	⋊ f eː d ə r n ⋉	⋊ f eː d ə r t ⋉
62116	84580	b r ɔ ʃ iː r ə n	b r ɔ ʃ iː r t	broschieren	broschiert	⋊ b r ɔ ʃ iː r ə n ⋉	⋊ b r ɔ ʃ iː r t ⋉
62122	84595	ʃ iː k a n iː r ə n	ʃ iː k a n iː r t	schikanieren	schikaniert	⋊ ʃ iː k a n iː r ə n ⋉	⋊ ʃ iː k a n iː r t ⋉
62180	84677	a p ʃ l a x t ə n	a p g ə ʃ l a x t ə t	abschlachten	abgeschlachtet	⋊ a p ʃ l a x t ə n ⋉	⋊ a p g ə ʃ l a x t ə t ⋉
62184	84681	a n k l aː g ə n	a n g ə k l aː k t	anklagen	angeklagt	⋊ a n k l aː g ə n ⋉	⋊ a n g ə k l aː k t ⋉
62247	84766	b ə h a r ə n	b ə h a r t	beharren	beharrt	⋊ b ə h a r ə n ⋉	⋊ b ə h a r t ⋉
62260	84787	ai̯ n m a s iː r ə n	ai̯ n m a s iː r t	einmassieren	einmassiert	⋊ a i n m a s iː r ə n ⋉	⋊ a i n m a s iː r t ⋉
62276	84814	m ɪ t k l ɪ ŋ ə n	m ɪ t g ə k l ʊ ŋ ə n	mitklingen	mitgeklungen	⋊ m ɪ t k l ɪ ŋ ə n ⋉	⋊ m ɪ t g ə k l ʊ ŋ ə n ⋉
62317	84864	ɛ r v iː d ə r n	ɛ r v iː d ə r t	erwidern	erwidert	⋊ ɛ r v iː d ə r n ⋉	⋊ ɛ r v iː d ə r t ⋉
62338	84898	ɛ n t g r aː t ə n	ɛ n t g r aː t ə t	entgraten	entgratet	⋊ ɛ n t g r aː t ə n ⋉	⋊ ɛ n t g r aː t ə t ⋉
62354	84927	f ɛ r k l ɛː r ə n	f ɛ r k l ɛː r t	verklären	verklärt	⋊ f ɛ r k l ɛː r ə n ⋉	⋊ f ɛ r k l ɛː r t ⋉
62362	84938	m ʊ ts ə n	g ə m ʊ ts t	mutzen	gemutzt	⋊ m ʊ ts ə n ⋉	⋊ m ʊ ts t ⋉
62369	84946	a p p l a t ə n	a p g ə p l a t ə t	abplatten	abgeplattet	⋊ a p p l a t ə n ⋉	⋊ a p g ə p l a t ə t ⋉
62380	84960	l eː g ə n	g ə l eː k t	legen	gelegt	⋊ l eː g ə n ⋉	⋊ l eː k t ⋉
62384	84967	f ɛ r l aː d ə n	f ɛ r l aː d ə n	verladen	verladen	⋊ f ɛ r l aː d ə n ⋉	⋊ f ɛ r l aː d ə n ⋉
62470	85081	b ə ʃ t eː l ə n	b ə ʃ t oː l ə n	bestehlen	bestohlen	⋊ b ə ʃ t eː l ə n ⋉	⋊ b ə ʃ t oː l ə n ⋉
62479	85094	yː b ə r ts iː ə n	yː b ə r ts oː g ə n	überziehen	überzogen	⋊ yː b ə r ts iː ə n ⋉	⋊ yː b ə r ts oː g ə n ⋉
62564	85201	f ɛ r b ɪ t ə r n	f ɛ r b ɪ t ə r t	verbittern	verbittert	⋊ f ɛ r b ɪ t ə r n ⋉	⋊ f ɛ r b ɪ t ə r t ⋉
62565	85202	ɛ r f l eː ə n	ɛ r f l eː t	erflehen	erfleht	⋊ ɛ r f l eː ə n ⋉	⋊ ɛ r f l eː t ⋉
62581	85225	z iː b ə n	g ə z iː p t	sieben	gesiebt	⋊ z iː b ə n ⋉	⋊ z iː p t ⋉
62600	85253	a n g l ai̯ x ə n	a n g ə g l ɪ x ə n	angleichen	angeglichen	⋊ a n g l a i x ə n ⋉	⋊ a n g ə g l ɪ x ə n ⋉
62629	85293	ʊ m v eː ə n	ʊ m g ə v eː t	umwehen	umgeweht	⋊ ʊ m v eː ə n ⋉	⋊ ʊ m g ə v eː t ⋉
62652	85323	d ʊ r ç v ɔ l ə n	d ʊ r ç g ə v ɔ l t	durchwollen	durchgewollt	⋊ d ʊ r ç v ɔ l ə n ⋉	⋊ d ʊ r ç g ə v ɔ l t ⋉
62712	85401	a f iː n iː r ə n	a f iː n iː r t	affinieren	affiniert	⋊ a f iː n iː r ə n ⋉	⋊ a f iː n iː r t ⋉
62736	85429	a p k l ɛː r ə n	a p g ə k l ɛː r t	abklären	abgeklärt	⋊ a p k l ɛː r ə n ⋉	⋊ a p g ə k l ɛː r t ⋉
62742	85436	b ə ai̯ l ə n	b ə ai̯ l t	beeilen	beeilt	⋊ b ə a i l ə n ⋉	⋊ b ə a i l t ⋉
62749	85445	ɛ n t k ɔ r k ə n	ɛ n t k ɔ r k t	entkorken	entkorkt	⋊ ɛ n t k ɔ r k ə n ⋉	⋊ ɛ n t k ɔ r k t ⋉
62786	85493	yː b ə r ɛ r f ʏ l ə n	yː b ə r ɛ r f ʏ l t	übererfüllen	übererfüllt	⋊ yː b ə r ɛ r f ʏ l ə n ⋉	⋊ yː b ə r ɛ r f ʏ l t ⋉
62830	85570	ai̯ n d r ʏ k ə n	ai̯ n g ə d r ʏ k t	eindrücken	eingedrückt	⋊ a i n d r ʏ k ə n ⋉	⋊ a i n g ə d r ʏ k t ⋉
62834	85577	h ɛ r au̯ s h ɛ ŋ ə n	h ɛ r au̯ s g ə h a ŋ ə n	heraushängen	herausgehangen	⋊ h ɛ r a u s h ɛ ŋ ə n ⋉	⋊ h ɛ r a u s g ə h a ŋ ə n ⋉
62911	85680	a n z au̯ f ə n	a n g ə z ɔ f ə n	ansaufen	angesoffen	⋊ a n z a u f ə n ⋉	⋊ a n g ə z ɔ f ə n ⋉
62939	85717	f oː r d r ɛ ŋ ə n	f oː r g ə d r ɛ ŋ t	vordrängen	vorgedrängt	⋊ f oː r d r ɛ ŋ ə n ⋉	⋊ f oː r g ə d r ɛ ŋ t ⋉
62947	85728	eː v oː ts iː r ə n	eː v oː ts iː r t	evozieren	evoziert	⋊ eː v oː ts iː r ə n ⋉	⋊ eː v oː ts iː r t ⋉
62948	85729	d eː m ɔ n t iː r ə n	d eː m ɔ n t iː r t	demontieren	demontiert	⋊ d eː m ɔ n t iː r ə n ⋉	⋊ d eː m ɔ n t iː r t ⋉
62958	85741	b ə h ɛ ŋ ə n	b ə h ɛ ŋ t	behängen	behängt	⋊ b ə h ɛ ŋ ə n ⋉	⋊ b ə h ɛ ŋ t ⋉
62959	85742	k l ɪ t ə r n	g ə k l ɪ t ə r t	klittern	geklittert	⋊ k l ɪ t ə r n ⋉	⋊ k l ɪ t ə r t ⋉
62971	85762	d ʊ r ç t r ɛ ŋ k ə n	d ʊ r ç t r ɛ ŋ k t	durchtränken	durchtränkt	⋊ d ʊ r ç t r ɛ ŋ k ə n ⋉	⋊ d ʊ r ç t r ɛ ŋ k t ⋉
63025	85836	a p ʃ t r aː l ə n	a p g ə ʃ t r aː l t	abstrahlen	abgestrahlt	⋊ a p ʃ t r aː l ə n ⋉	⋊ a p g ə ʃ t r aː l t ⋉
63045	85864	au̯ f ʃ t ɛ k ə n	au̯ f g ə ʃ t ɛ k t	aufstecken	aufgesteckt	⋊ a u f ʃ t ɛ k ə n ⋉	⋊ a u f g ə ʃ t ɛ k t ⋉
63056	85878	d ʊ r ç h au̯ ə n	d ʊ r ç h au̯ n	durchhauen	durchhaun	⋊ d ʊ r ç h a u ə n ⋉	⋊ d ʊ r ç h a u n ⋉
63065	85889	m a l m ə n	g ə m a l m t	malmen	gemalmt	⋊ m a l m ə n ⋉	⋊ m a l m t ⋉
63099	85934	f ɛ r b l yː ə n	f ɛ r b l yː t	verblühen	verblüht	⋊ f ɛ r b l yː ə n ⋉	⋊ f ɛ r b l yː t ⋉
63102	85938	au̯ s t r aː g ə n	au̯ s g ə t r aː g ə n	austragen	ausgetragen	⋊ a u s t r aː g ə n ⋉	⋊ a u s g ə t r aː g ə n ⋉
63119	85963	g eː g ə n yː b ə r ʃ t ɛ l ə n	g eː g ə n yː b ə r g ə ʃ t ɛ l t	gegenüberstellen	gegenübergestellt	⋊ g eː g ə n yː b ə r ʃ t ɛ l ə n ⋉	⋊ g eː g ə n yː b ə r g ə ʃ t ɛ l t ⋉
63136	85994	d ɔ r t b l ai̯ b ə n	d ɔ r t g ə b l iː b ə n	dortbleiben	dortgeblieben	⋊ d ɔ r t b l a i b ə n ⋉	⋊ d ɔ r t g ə b l iː b ə n ⋉
63157	86022	t ɛ l ə r n	g ə t ɛ l ə r t	tellern	getellert	⋊ t ɛ l ə r n ⋉	⋊ t ɛ l ə r t ⋉
63178	86047	a p t ɪ p ə n	a p g ə t ɪ p t	abtippen	abgetippt	⋊ a p t ɪ p ə n ⋉	⋊ a p g ə t ɪ p t ⋉
63201	86075	ɔ p v a l t ə n	ɔ p g ə v a l t ə t	obwalten	obgewaltet	⋊ ɔ p v a l t ə n ⋉	⋊ ɔ p g ə v a l t ə t ⋉
63202	86076	f ɛ r ʃ r ɛ k ə n	f ɛ r ʃ r ɛ k t	verschrecken	verschreckt	⋊ f ɛ r ʃ r ɛ k ə n ⋉	⋊ f ɛ r ʃ r ɛ k t ⋉
63211	86093	a n r yː r ə n	a n g ə r yː r t	anrühren	angerührt	⋊ a n r yː r ə n ⋉	⋊ a n g ə r yː r t ⋉
63214	86096	ts uː z a m ə n ʃ t ɪ m ə n	ts uː z a m ə n g ə ʃ t ɪ m t	zusammenstimmen	zusammengestimmt	⋊ ts uː z a m ə n ʃ t ɪ m ə n ⋉	⋊ ts uː z a m ə n g ə ʃ t ɪ m t ⋉
63219	86105	k ɔ n s t r uː iː r ə n	k ɔ n s t r uː iː r t	konstruieren	konstruiert	⋊ k ɔ n s t r uː iː r ə n ⋉	⋊ k ɔ n s t r uː iː r t ⋉
63221	86109	ʊ n t ə r b ə ts aː l ə n	ʊ n t ə r b ə ts aː l t	unterbezahlen	unterbezahlt	⋊ ʊ n t ə r b ə ts aː l ə n ⋉	⋊ ʊ n t ə r b ə ts aː l t ⋉
63224	86112	v ɛː g ə n	g ə v ɛː k t	wägen	gewägt	⋊ v ɛː g ə n ⋉	⋊ v ɛː k t ⋉
